Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),ZONE:Zone Mean Air Temperature [C](Hourly) ,ZONE:Zone Mean Air Temperature [C](Hourly) ,ZONE:Zone Mean Air Temperature [C](Hourly) 
 12/04  05:00:00,13.0083333333,7.2833333333,35.8333333333,21.1898211811,21.1898211811,21.1898211811
 12/04  06:00:00,12.8,6.825,45.8333333333,21.0491691062,21.0491691062,21.0491691062
 12/04  07:00:00,12.8,6.2,44.1666666667,20.9337842561,20.9337842561,20.9337842561
 12/04  08:00:00,12.45,4.6833333333,57.5,21.0325914553,21.0325914553,21.0325914553
 12/04  09:00:00,12.55,3.8916666667,64.1666666667,21.9349772757,21.9349772757,21.9349772757
 12/04  10:00:00,13.0916666667,5.0333333333,54.1666666667,23.4310029432,23.4310029432,23.4310029432
 12/04  11:00:00,13.3,5.9916666667,55.8333333333,23.4627848002,23.4627848002,23.4627848002
 12/04  12:00:00,13.65,3.4583333333,83.3333333333,23.361106298,23.361106298,23.361106298
 12/04  13:00:00,13.9,0.625,41.6666666667,23.9431191156,23.9431191156,23.9431191156
 12/04  14:00:00,13.9,1.8083333333,17.5,24.3334917855,24.3334917855,24.3334917855
 12/04  15:00:00,13.9,3.1,35.8333333333,23.5552990075,23.5552990075,23.5552990075
 12/04  16:00:00,14.1916666667,1.2916666667,16.6666666667,23.7252004426,23.7252004426,23.7252004426
 12/04  17:00:00,14.4,0,0,23.006320709,23.006320709,23.006320709
 12/04  18:00:00,14.4,3.325,35,22.2904661275,22.2904661275,22.2904661275
 12/04  19:00:00,14.4,4.7666666667,71.6666666667,22.035285842,22.035285842,22.035285842
 12/04  20:00:00,14.75,5.9083333333,91.6666666667,21.8787713618,21.8787713618,21.8787713618
 12/04  21:00:00,14.3583333333,6.325,105.8333333333,21.7312546678,21.7312546678,21.7312546678
 12/04  22:00:00,14.1916666667,7.1583333333,104.1666666667,21.572586089,21.572586089,21.572586089
 12/04  23:00:00,14.1083333333,7.9083333333,94.1666666667,21.4524648118,21.4524648118,21.4524648118
 12/04  24:00:00,13.9,6.2416666667,113.3333333333,21.3217932626,21.3217932626,21.3217932626
 12/05  01:00:00,13.2583333333,2.1666666667,54.1666666667,21.0918248733,21.0918248733,21.0918248733
 12/05  02:00:00,12.8,3.325,46.6666666667,20.9391522272,20.9391522272,20.9391522272
 12/05  03:00:00,12.8,4.1833333333,91.6666666667,20.8268528294,20.8268528294,20.8268528294
 12/05  04:00:00,13.0916666667,3.6833333333,100,20.7195839248,20.7195839248,20.7195839248
 12/05  05:00:00,13.3,3.8083333333,100,20.6802748558,20.6802748558,20.6802748558
 12/05  06:00:00,13.3,3.3083333333,94.1666666667,20.5959228581,20.5959228581,20.5959228581
 12/05  07:00:00,13.3,4.325,107.5,20.5006525437,20.5006525437,20.5006525437
 12/05  08:00:00,13.3,4.2666666667,90.8333333333,20.4900065158,20.4900065158,20.4900065158
 12/05  09:00:00,13.9416666667,6.925,87.5,20.9236071351,20.9236071351,20.9236071351
 12/05  10:00:00,14.4,8.3666666667,105.8333333333,21.579242687,21.579242687,21.579242687
 12/05  11:00:00,15.1,7.9916666667,115.8333333333,21.9355386272,21.9355386272,21.9355386272
 12/05  12:00:00,14.9,7.325,85,22.0794970536,22.0794970536,22.0794970536
 12/05  13:00:00,14.75,6.7,77.5,22.3622994324,22.3622994324,22.3622994324
 12/05  14:00:00,15.6416666667,7.925,101.6666666667,22.7477765692,22.7477765692,22.7477765692
 12/05  15:00:00,16.1,8.45,110,23.502608149,23.502608149,23.502608149
 12/05  16:00:00,15.4583333333,6.7416666667,86.6666666667,22.9102139453,22.9102139453,22.9102139453
 12/05  17:00:00,15,5.4083333333,75.8333333333,21.9765276744,21.9765276744,21.9765276744
 12/05  18:00:00,14.65,5.2,68.3333333333,21.4324934403,21.4324934403,21.4324934403
 12/05  19:00:00,14.4,5.2,65.8333333333,21.1978572973,21.1978572973,21.1978572973
 12/05  20:00:00,14.1083333333,3.975,87.5,21.0351746724,21.0351746724,21.0351746724
 12/05  21:00:00,13.9,4.325,76.6666666667,20.8863185783,20.8863185783,20.8863185783
 12/05  22:00:00,13.55,6.6583333333,54.1666666667,20.7473199206,20.7473199206,20.7473199206
 12/05  23:00:00,13.3,7.4083333333,50,20.6083344694,20.6083344694,20.6083344694
 12/05  24:00:00,13.3,6.325,44.1666666667,20.4954983104,20.4954983104,20.4954983104
 12/06  01:00:00,13.3,7.1583333333,45.8333333333,20.3887164685,20.3887164685,20.3887164685
 12/06  02:00:00,13.3,7.6166666667,44.1666666667,20.2833083289,20.2833083289,20.2833083289
 12/06  03:00:00,13.0083333333,6.9083333333,45.8333333333,20.1786800069,20.1786800069,20.1786800069
 12/06  04:00:00,12.8,7.2833333333,50,20.0719522699,20.0719522699,20.0719522699
 12/06  05:00:00,12.8,7.9916666667,50,19.9718555298,19.9718555298,19.9718555298
 12/06  06:00:00,12.8,7.325,50,19.8671962411,19.8671962411,19.8671962411
 12/06  07:00:00,12.8,7.575,50,19.7667752833,19.7667752833,19.7667752833
 12/06  08:00:00,12.8,7.325,50,19.7616409112,19.7616409112,19.7616409112
 12/06  09:00:00,12.8,5.1833333333,50,20.1490646269,20.1490646269,20.1490646269
 12/06  10:00:00,13.0916666667,2.9333333333,79.1666666667,20.7106783257,20.7106783257,20.7106783257
 12/06  11:00:00,13.3,2.1,65,20.8545008219,20.8545008219,20.8545008219
 12/06  12:00:00,13.3,3.2666666667,45.8333333333,21.5241441891,21.5241441891,21.5241441891
 12/06  13:00:00,13.65,3.8083333333,50,21.9176194416,21.9176194416,21.9176194416
 12/06  14:00:00,13.9,2.725,55.8333333333,22.2712265227,22.2712265227,22.2712265227
 12/06  15:00:00,14.1916666667,2.3916666667,48.3333333333,22.3208683508,22.3208683508,22.3208683508
 12/06  16:00:00,14.1083333333,3.7666666667,34.1666666667,22.0468432043,22.0468432043,22.0468432043
 12/06  17:00:00,13.9,3.725,30,21.2846250355,21.2846250355,21.2846250355
 12/06  18:00:00,13.9,2.5166666667,222.5,20.7150527546,20.7150527546,20.7150527546
 12/06  19:00:00,13.55,2.6833333333,354.1666666667,20.4869428133,20.4869428133,20.4869428133
 12/06  20:00:00,13.3,2.1666666667,355.8333333333,20.3107584781,20.3107584781,20.3107584781
 12/06  21:00:00,13.0083333333,1.85,237.5,20.1783738178,20.1783738178,20.1783738178
 12/06  22:00:00,12.45,1.75,161.6666666667,20.0096619901,20.0096619901,20.0096619901
 12/06  23:00:00,12.2,1.5,117.5,19.8733534613,19.8733534613,19.8733534613
 12/06  24:00:00,12.2,2.1416666667,91.6666666667,19.7874523357,19.7874523357,19.7874523357
 12/07  01:00:00,12.2,3.1833333333,94.1666666667,19.6631296573,19.6631296573,19.6631296573
 12/07  02:00:00,12.8416666667,2.375,119.1666666667,19.5797249316,19.5797249316,19.5797249316
 12/07  03:00:00,14.6416666667,3.95,163.3333333333,19.5654064151,19.5654064151,19.5654064151
 12/07  04:00:00,15.6,7.1583333333,174.1666666667,19.5474434747,19.5474434747,19.5474434747
 12/07  05:00:00,15.25,7.0333333333,170,19.4840160023,19.4840160023,19.4840160023
 12/07  06:00:00,14.65,7.3666666667,187.5,19.3952152177,19.3952152177,19.3952152177
 12/07  07:00:00,14.75,7.6166666667,188.3333333333,19.3031321875,19.3031321875,19.3031321875
 12/07  08:00:00,14.65,6.6166666667,197.5,19.2925389472,19.2925389472,19.2925389472
 12/07  09:00:00,14.75,4.1,210,19.4555630774,19.4555630774,19.4555630774
 12/07  10:00:00,15.35,4.4083333333,210,19.7437000747,19.7437000747,19.7437000747
 12/07  11:00:00,13.9666666667,8.9666666667,233.3333333333,20.0196370735,20.0196370735,20.0196370735
 12/07  12:00:00,12.45,6.8083333333,232.5,20.6595820457,20.6595820457,20.6595820457
 12/07  13:00:00,13.4833333333,5.1166666667,231.6666666667,21.5334560377,21.5334560377,21.5334560377
 12/07  14:00:00,14.75,8.5916666667,245.8333333333,23.2296730503,23.2296730503,23.2296730503
 12/07  15:00:00,13.7166666667,9.425,261.6666666667,23.2680862812,23.2680862812,23.2680862812
 12/07  16:00:00,12.45,9.0916666667,270,22.4569825186,22.4569825186,22.4569825186
 12/07  17:00:00,11.5583333333,6.9083333333,293.3333333333,21.5736103913,21.5736103913,21.5736103913
 12/07  18:00:00,10.6333333333,5.7833333333,286.6666666667,20.5102052062,20.5102052062,20.5102052062
 12/07  19:00:00,10.475,4.6833333333,281.6666666667,20.1136812589,20.1136812589,20.1136812589
 12/07  20:00:00,10.25,1.5,120.8333333333,19.8081507086,19.8081507086,19.8081507086
 12/07  21:00:00,10,1.8083333333,87.5,19.5674147229,19.5674147229,19.5674147229
 12/07  22:00:00,10.35,1.2916666667,62.5,19.3645334424,19.3645334424,19.3645334424
 12/07  23:00:00,9.6083333333,5.425,157.5,19.1730983486,19.1730983486,19.1730983486
 12/07  24:00:00,9.8916666667,5.975,275.8333333333,19.0909105315,19.0909105315,19.0909105315
 12/08  01:00:00,10.8916666667,5.4083333333,256.6666666667,19.0404369273,19.0404369273,19.0404369273
 12/08  02:00:00,10.4583333333,2.7916666667,100,18.926357786,18.926357786,18.926357786
 12/08  03:00:00,10.35,3.0333333333,163.3333333333,18.6847774961,18.6847774961,18.6847774961
 12/08  04:00:00,10.6,2.1666666667,116.6666666667,18.5193136465,18.5193136465,18.5193136465
 12/08  05:00:00,10.6,3.9083333333,151.6666666667,18.3960867086,18.3960867086,18.3960867086
 12/08  06:00:00,10.6,5.825,306.6666666667,18.2464939974,18.2464939974,18.2464939974
 12/08  07:00:00,9.9,2.1666666667,141.6666666667,18.2421301035,18.2421301035,18.2421301035
 12/08  08:00:00,9.1083333333,0,0,18.1043818,18.1043818,18.1043818
 12/08  09:00:00,8.9,2.3916666667,87.5,18.3936957718,18.3936957718,18.3936957718
 12/08  10:00:00,9.8916666667,2.5833333333,120.8333333333,19.3542631533,19.3542631533,19.3542631533
 12/08  11:00:00,11.5333333333,4.825,193.3333333333,20.2197028069,20.2197028069,20.2197028069
 12/08  12:00:00,11.2666666667,6.325,300.8333333333,20.5566793549,20.5566793549,20.5566793549
 12/08  13:00:00,10.25,4.1833333333,300.8333333333,21.5539419553,21.5539419553,21.5539419553
 12/08  14:00:00,10.9916666667,4.9083333333,274.1666666667,22.3543166271,22.3543166271,22.3543166271
 12/08  15:00:00,11.7,7.3666666667,264.1666666667,22.8675656831,22.8675656831,22.8675656831
 12/08  16:00:00,11.35,6.1,265.8333333333,22.6821443366,22.6821443366,22.6821443366
 12/08  17:00:00,10.4583333333,5.2416666667,270,21.6699576102,21.6699576102,21.6699576102
 12/08  18:00:00,10,4.475,275.8333333333,20.2372608008,20.2372608008,20.2372608008
 12/08  19:00:00,10.35,3.8916666667,297.5,19.7865389378,19.7865389378,19.7865389378
 12/08  20:00:00,10.25,4.3916666667,292.5,19.536903113,19.536903113,19.536903113
 12/08  21:00:00,10,5.825,285.8333333333,19.3088810152,19.3088810152,19.3088810152
 12/08  22:00:00,9.65,5.825,301.6666666667,19.1116851758,19.1116851758,19.1116851758
 12/08  23:00:00,9.4,5.2,315.8333333333,18.9256936846,18.9256936846,18.9256936846
 12/08  24:00:00,9.1083333333,5.7833333333,325.8333333333,18.7554342557,18.7554342557,18.7554342557
 12/09  01:00:00,8.55,4.3916666667,312.5,18.5717047891,18.5717047891,18.5717047891
 12/09  02:00:00,8.3,3.6833333333,300,18.4040237982,18.4040237982,18.4040237982
 12/09  03:00:00,7.6583333333,3.225,288.3333333333,18.2365869453,18.2365869453,18.2365869453
 12/09  04:00:00,7.55,2.8916666667,291.6666666667,18.0713063718,18.0713063718,18.0713063718
 12/09  05:00:00,7.45,2.1666666667,265,17.939497306,17.939497306,17.939497306
 12/09  06:00:00,5.9166666667,2.1416666667,216.6666666667,17.7371084858,17.7371084858,17.7371084858
 12/09  07:00:00,5.35,1.0833333333,83.3333333333,17.5337918069,17.5337918069,17.5337918069
 12/09  08:00:00,6.2416666667,1.225,157.5,17.737820105,17.737820105,17.737820105
 12/09  09:00:00,7.9833333333,1.75,299.1666666667,19.2981177404,19.2981177404,19.2981177404
 12/09  10:00:00,9.5416666667,2.1416666667,343.3333333333,21.0525638179,21.0525638179,21.0525638179
 12/09  11:00:00,10.35,3.1833333333,348.3333333333,22.8803685092,22.8803685092,22.8803685092
 12/09  12:00:00,11.2416666667,5.1166666667,340,24.1981471287,24.1981471287,24.1981471287
 12/09  13:00:00,11.9916666667,4.975,334.1666666667,25.1685336817,25.1685336817,25.1685336817
 12/09  14:00:00,12.55,4.3916666667,347.5,26.6019617619,26.6019617619,26.6019617619
 12/09  15:00:00,13.0916666667,4.3083333333,354.1666666667,27.9230455052,27.9230455052,27.9230455052
 12/09  16:00:00,13.3,3.8083333333,350,28.010646618,28.010646618,28.010646618
 12/09  17:00:00,12.6583333333,3.0166666667,326.6666666667,25.7007805675,25.7007805675,25.7007805675
 12/09  18:00:00,11.2666666667,2.6,269.1666666667,23.1148052637,23.1148052637,23.1148052637
 12/09  19:00:00,10.25,1.0833333333,100,22.21616226,22.21616226,22.21616226
 12/09  20:00:00,10,0.875,110.8333333333,21.7280804771,21.7280804771,21.7280804771
 12/09  21:00:00,9.3583333333,1.85,178.3333333333,21.3450108758,21.3450108758,21.3450108758
 12/09  22:00:00,8.55,2.1,158.3333333333,20.9939050146,20.9939050146,20.9939050146
 12/09  23:00:00,8.9416666667,0.875,62.5,20.7309471035,20.7309471035,20.7309471035
 12/09  24:00:00,9.1083333333,1.5166666667,145.8333333333,20.5273812486,20.5273812486,20.5273812486
 12/10  01:00:00,8.2583333333,1.0833333333,104.1666666667,20.2852811868,20.2852811868,20.2852811868
 12/10  02:00:00,8.4416666667,1.225,75.8333333333,20.0774108832,20.0774108832,20.0774108832
 12/10  03:00:00,7.6166666667,1.75,194.1666666667,19.8856067253,19.8856067253,19.8856067253
 12/10  04:00:00,6.0583333333,1.5,205,19.6161186832,19.6161186832,19.6161186832
 12/10  05:00:00,5.8916666667,1.85,168.3333333333,19.3981899147,19.3981899147,19.3981899147
 12/10  06:00:00,6.1,2.6833333333,148.3333333333,19.2360985636,19.2360985636,19.2360985636
 12/10  07:00:00,6.45,3.6833333333,134.1666666667,19.0849236813,19.0849236813,19.0849236813
 12/10  08:00:00,7.3416666667,3.5166666667,124.1666666667,19.3298274109,19.3298274109,19.3298274109
 12/10  09:00:00,8.7333333333,4.325,120,20.9033152808,20.9033152808,20.9033152808
 12/10  10:00:00,10.1,4.5583333333,108.3333333333,22.5400495632,22.5400495632,22.5400495632
 12/10  11:00:00,10.8916666667,3.5166666667,94.1666666667,24.4829409284,24.4829409284,24.4829409284
 12/10  12:00:00,11.7416666667,1.2916666667,37.5,26.1250876121,26.1250876121,26.1250876121
 12/10  13:00:00,12.8416666667,0.875,29.1666666667,27.3506135826,27.3506135826,27.3506135826
 12/10  14:00:00,13.65,1.5,50,28.6160510603,28.6160510603,28.6160510603
 12/10  15:00:00,13.9,2.4333333333,50,30.053530539,30.053530539,30.053530539
 12/10  16:00:00,13.55,2.8083333333,79.1666666667,30.3687150036,30.3687150036,30.3687150036
 12/10  17:00:00,13.3,3.7666666667,76.6666666667,28.1026589443,28.1026589443,28.1026589443
 12/10  18:00:00,12.6583333333,4.0166666667,100.8333333333,25.1831727189,25.1831727189,25.1831727189
 12/10  19:00:00,11.2666666667,2.725,130,24.1575013778,24.1575013778,24.1575013778
 12/10  20:00:00,10.6,2.975,130,23.5835944098,23.5835944098,23.5835944098
 12/10  21:00:00,10.6,3.3083333333,135.8333333333,23.1772898808,23.1772898808,23.1772898808
 12/10  22:00:00,10.6,2.8083333333,140,22.8477692852,22.8477692852,22.8477692852
 12/10  23:00:00,10.6,2.8916666667,128.3333333333,22.5660605026,22.5660605026,22.5660605026
 12/10  24:00:00,11.2416666667,2.8083333333,108.3333333333,22.3437961731,22.3437961731,22.3437961731
 12/11  01:00:00,11.7,2.8916666667,76.6666666667,22.1719807382,22.1719807382,22.1719807382
 12/11  02:00:00,11.7,3.3916666667,60,21.9919233402,21.9919233402,21.9919233402
 12/11  03:00:00,11.7,5.4083333333,48.3333333333,21.8207717255,21.8207717255,21.8207717255
 12/11  04:00:00,11.35,5.1833333333,69.1666666667,21.6475274943,21.6475274943,21.6475274943
 12/11  05:00:00,10.1083333333,4.1,113.3333333333,21.4293525311,21.4293525311,21.4293525311
 12/11  06:00:00,9.1083333333,4.1,124.1666666667,21.1937633086,21.1937633086,21.1937633086
 12/11  07:00:00,9.1916666667,2.9333333333,137.5,21.0157932933,21.0157932933,21.0157932933
 12/11  08:00:00,9.4,2.6833333333,144.1666666667,21.1562201354,21.1562201354,21.1562201354
 12/11  09:00:00,10.3916666667,3.975,134.1666666667,22.6247389309,22.6247389309,22.6247389309
 12/11  10:00:00,11.7416666667,4.6,112.5,24.6100349928,24.6100349928,24.6100349928
 12/11  11:00:00,12.8416666667,4.0166666667,111.6666666667,26.3800535554,26.3800535554,26.3800535554
 12/11  12:00:00,13.65,3.8916666667,114.1666666667,27.8223437606,27.8223437606,27.8223437606
 12/11  13:00:00,14.1916666667,4.1,98.3333333333,28.9225539017,28.9225539017,28.9225539017
 12/11  14:00:00,14.4,4.1,95.8333333333,30.1705347918,30.1705347918,30.1705347918
 12/11  15:00:00,15.1,3.5166666667,105.8333333333,31.3645296944,31.3645296944,31.3645296944
 12/11  16:00:00,14.6083333333,2.5166666667,80.8333333333,31.4092257714,31.4092257714,31.4092257714
 12/11  17:00:00,13.55,2.6833333333,83.3333333333,28.8850933027,28.8850933027,28.8850933027
 12/11  18:00:00,13.0083333333,2.8083333333,111.6666666667,26.3053509514,26.3053509514,26.3053509514
 12/11  19:00:00,12.1583333333,2.8916666667,114.1666666667,25.4372100489,25.4372100489,25.4372100489
 12/11  20:00:00,11.7,1.2916666667,45.8333333333,24.9180737192,24.9180737192,24.9180737192
 12/11  21:00:00,10.7083333333,1.225,110.8333333333,24.4942181486,24.4942181486,24.4942181486
 12/11  22:00:00,9.65,0.875,79.1666666667,24.0949590492,24.0949590492,24.0949590492
 12/11  23:00:00,9.75,0,0,23.7941294237,23.7941294237,23.7941294237
 12/11  24:00:00,9.3583333333,0,0,23.5249549381,23.5249549381,23.5249549381
 12/12  01:00:00,7.9083333333,0.875,99.1666666667,23.2074632898,23.2074632898,23.2074632898
 12/12  02:00:00,7.2,1.85,146.6666666667,22.901375936,22.901375936,22.901375936
 12/12  03:00:00,7.2,2.975,124.1666666667,22.6627193555,22.6627193555,22.6627193555
 12/12  04:00:00,7.2,2.375,149.1666666667,22.4492425743,22.4492425743,22.4492425743
 12/12  05:00:00,6.2666666667,1.5,199.1666666667,22.2121702461,22.2121702461,22.2121702461
 12/12  06:00:00,5.6,1.85,196.6666666667,21.9500937467,21.9500937467,21.9500937467
 12/12  07:00:00,5.8916666667,2.3916666667,162.5,21.7452168084,21.7452168084,21.7452168084
 12/12  08:00:00,6.7416666667,2.3083333333,115,21.7610693424,21.7610693424,21.7610693424
 12/12  09:00:00,7.8416666667,2.975,72.5,22.7858696542,22.7858696542,22.7858696542
 12/12  10:00:00,8.3,2.375,71.6666666667,24.0362144879,24.0362144879,24.0362144879
 12/12  11:00:00,8.65,2.1416666667,109.1666666667,25.4369928852,25.4369928852,25.4369928852
 12/12  12:00:00,9.1916666667,1.9583333333,147.5,26.6975905107,26.6975905107,26.6975905107
 12/12  13:00:00,9.75,0.625,66.6666666667,27.8786880942,27.8786880942,27.8786880942
 12/12  14:00:00,10.6416666667,0,0,28.6404365734,28.6404365734,28.6404365734
 12/12  15:00:00,11.1,0,0,29.4712303929,29.4712303929,29.4712303929
 12/12  16:00:00,11.1,0,0,29.2607036859,29.2607036859,29.2607036859
 12/12  17:00:00,10.8083333333,0.875,58.3333333333,27.108006129,27.108006129,27.108006129
 12/12  18:00:00,10.25,2.725,76.6666666667,25.2379170964,25.2379170964,25.2379170964
 12/12  19:00:00,10,4.1833333333,60,24.5930155747,24.5930155747,24.5930155747
 12/12  20:00:00,10,4.6,65.8333333333,24.1909633687,24.1909633687,24.1909633687
 12/12  21:00:00,8.7166666667,3.725,122.5,23.8191460657,23.8191460657,23.8191460657
 12/12  22:00:00,7.8,2.5166666667,136.6666666667,23.4575749031,23.4575749031,23.4575749031
 12/12  23:00:00,7.1583333333,2.1,137.5,23.155754009,23.155754009,23.155754009
 12/12  24:00:00,7.3416666667,2.3916666667,138.3333333333,22.8879904942,22.8879904942,22.8879904942
 12/13  01:00:00,7.8,2.6,141.6666666667,22.6866635526,22.6866635526,22.6866635526
 12/13  02:00:00,7.45,2.6,138.3333333333,22.4600614389,22.4600614389,22.4600614389
 12/13  03:00:00,7.2,2.3083333333,165,22.2295839623,22.2295839623,22.2295839623
 12/13  04:00:00,7.2,0.875,79.1666666667,22.0277408479,22.0277408479,22.0277408479
 12/13  05:00:00,7.2,0.875,110.8333333333,21.8358748186,21.8358748186,21.8358748186
 12/13  06:00:00,6.9083333333,0.625,79.1666666667,21.6341815354,21.6341815354,21.6341815354
 12/13  07:00:00,6.7,0.875,99.1666666667,21.4319874455,21.4319874455,21.4319874455
 12/13  08:00:00,6.9916666667,1.5,158.3333333333,21.3896103722,21.3896103722,21.3896103722
 12/13  09:00:00,8.1916666667,3.3083333333,103.3333333333,22.225681901,22.225681901,22.225681901
 12/13  10:00:00,8.9,4.3083333333,70,23.6593513197,23.6593513197,23.6593513197
 12/13  11:00:00,8.9,3.8083333333,52.5,24.9109448429,24.9109448429,24.9109448429
 12/13  12:00:00,8.9,3.0166666667,57.5,25.9932954949,25.9932954949,25.9932954949
 12/13  13:00:00,9.1916666667,2.6,99.1666666667,26.6672293636,26.6672293636,26.6672293636
 12/13  14:00:00,9.4,2.8916666667,85,27.5385783363,27.5385783363,27.5385783363
 12/13  15:00:00,9.4,2.5166666667,54.1666666667,25.9234155297,25.9234155297,25.9234155297
 12/13  16:00:00,9.75,2.3916666667,50,24.9834858641,24.9834858641,24.9834858641
 12/13  17:00:00,10,3.7666666667,67.5,24.2375710684,24.2375710684,24.2375710684
 12/13  18:00:00,9.65,1.9166666667,33.3333333333,23.2964912215,23.2964912215,23.2964912215
 12/13  19:00:00,9.1083333333,0,0,22.8763414536,22.8763414536,22.8763414536
 12/13  20:00:00,9.5416666667,1.8083333333,29.1666666667,22.5787448178,22.5787448178,22.5787448178
 12/13  21:00:00,9.65,2.8083333333,90.8333333333,22.3540612817,22.3540612817,22.3540612817
 12/13  22:00:00,10.3916666667,1.9583333333,149.1666666667,22.1669273281,22.1669273281,22.1669273281
 12/13  23:00:00,12.0333333333,5.4083333333,193.3333333333,22.080703498,22.080703498,22.080703498
 12/13  24:00:00,12.1166666667,5.5166666667,151.6666666667,21.9140535405,21.9140535405,21.9140535405
 12/14  01:00:00,11.7,5.4083333333,110,21.7360656534,21.7360656534,21.7360656534
 12/14  02:00:00,11.35,5.475,115.8333333333,21.5697219712,21.5697219712,21.5697219712
 12/14  03:00:00,11.1,4.6,102.5,21.3983844282,21.3983844282,21.3983844282
 12/14  04:00:00,10.8083333333,5.5333333333,107.5,21.2387154091,21.2387154091,21.2387154091
 12/14  05:00:00,10.6,5.9083333333,131.6666666667,21.0747117875,21.0747117875,21.0747117875
 12/14  06:00:00,10.8916666667,4.475,128.3333333333,20.9411799193,20.9411799193,20.9411799193
 12/14  07:00:00,11.1,4.1833333333,120,20.8274208628,20.8274208628,20.8274208628
 12/14  08:00:00,11.1,4.6,114.1666666667,20.7699675177,20.7699675177,20.7699675177
 12/14  09:00:00,11.1,4.6,115.8333333333,20.8715300461,20.8715300461,20.8715300461
 12/14  10:00:00,11.45,4.0166666667,120,21.1127001999,21.1127001999,21.1127001999
 12/14  11:00:00,11.9916666667,4.1833333333,108.3333333333,21.4659986853,21.4659986853,21.4659986853
 12/14  12:00:00,12.2,3.4333333333,135,22.2542776111,22.2542776111,22.2542776111
 12/14  13:00:00,13.1916666667,2.6,136.6666666667,22.9433588634,22.9433588634,22.9433588634
 12/14  14:00:00,14.5416666667,3.7666666667,190,23.8205711934,23.8205711934,23.8205711934
 12/14  15:00:00,14.65,5.5333333333,245.8333333333,23.4362009285,23.4362009285,23.4362009285
 12/14  16:00:00,14.1083333333,6.4916666667,261.6666666667,23.7989502634,23.7989502634,23.7989502634
 12/14  17:00:00,13.55,4.6,264.1666666667,23.4733166587,23.4733166587,23.4733166587
 12/14  18:00:00,13.0083333333,3.975,271.6666666667,22.0715684411,22.0715684411,22.0715684411
 12/14  19:00:00,12.45,4.0166666667,291.6666666667,21.6079675788,21.6079675788,21.6079675788
 12/14  20:00:00,11.5583333333,2.725,288.3333333333,21.3171086832,21.3171086832,21.3171086832
 12/14  21:00:00,11.1,1.75,274.1666666667,21.0795893538,21.0795893538,21.0795893538
 12/14  22:00:00,10.1083333333,1.5,235,20.8566969395,20.8566969395,20.8566969395
 12/14  23:00:00,9.75,1.5,221.6666666667,20.6366201836,20.6366201836,20.6366201836
 12/14  24:00:00,9.0083333333,1.85,212.5,20.4490265418,20.4490265418,20.4490265418
 12/15  01:00:00,8.3,0.875,83.3333333333,20.2311965274,20.2311965274,20.2311965274
 12/15  02:00:00,7.6583333333,0.875,110.8333333333,20.0330317023,20.0330317023,20.0330317023
 12/15  03:00:00,6.9083333333,1.85,213.3333333333,19.8104732346,19.8104732346,19.8104732346
 12/15  04:00:00,6.0583333333,1.75,218.3333333333,19.5959080894,19.5959080894,19.5959080894
 12/15  05:00:00,6.5333333333,1.5,233.3333333333,19.427482604,19.427482604,19.427482604
 12/15  06:00:00,6.9083333333,1.85,209.1666666667,19.3097382872,19.3097382872,19.3097382872
 12/15  07:00:00,6.7,2.1,191.6666666667,19.1404677063,19.1404677063,19.1404677063
 12/15  08:00:00,6.9916666667,1.75,281.6666666667,19.3082039393,19.3082039393,19.3082039393
 12/15  09:00:00,7.55,0.625,141.6666666667,20.8579671545,20.8579671545,20.8579671545
 12/15  10:00:00,9.0833333333,0,0,22.58727531,22.58727531,22.58727531
 12/15  11:00:00,10.35,1.225,5.8333333333,23.765227263,23.765227263,23.765227263
 12/15  12:00:00,10.25,2.3916666667,27.5,25.2864565715,25.2864565715,25.2864565715
 12/15  13:00:00,10.35,2.6,40,26.2147060454,26.2147060454,26.2147060454
 12/15  14:00:00,10.8916666667,1.0833333333,16.6666666667,27.3422291245,27.3422291245,27.3422291245
 12/15  15:00:00,11.1,0.875,35,28.3708098095,28.3708098095,28.3708098095
 12/15  16:00:00,11.45,0.625,25,27.2060329909,27.2060329909,27.2060329909
 12/15  17:00:00,11.7,1.5166666667,169.1666666667,25.0811156762,25.0811156762,25.0811156762
 12/15  18:00:00,11.7,1.9583333333,301.6666666667,23.4869637824,23.4869637824,23.4869637824
 12/15  19:00:00,11.35,0.625,129.1666666667,22.9154495821,22.9154495821,22.9154495821
 12/15  20:00:00,10.4583333333,1.225,81.6666666667,22.5051540361,22.5051540361,22.5051540361
 12/15  21:00:00,9.3583333333,2.1,145.8333333333,22.1253327683,22.1253327683,22.1253327683
 12/15  22:00:00,9.5416666667,0.875,62.5,21.8342249183,21.8342249183,21.8342249183
 12/15  23:00:00,10,2.3916666667,17.5,21.6331139342,21.6331139342,21.6331139342
 12/15  24:00:00,10,3.225,53.3333333333,21.4271385291,21.4271385291,21.4271385291
 12/16  01:00:00,9.3583333333,1.9583333333,116.6666666667,21.2142857879,21.2142857879,21.2142857879
 12/16  02:00:00,9.1916666667,0.625,62.5,21.0061772575,21.0061772575,21.0061772575
 12/16  03:00:00,8.7583333333,0,0,20.8235784563,20.8235784563,20.8235784563
 12/16  04:00:00,8.0083333333,0.875,87.5,20.6061214617,20.6061214617,20.6061214617
