Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),ZONE:Zone Mean Air Temperature [C](Hourly) ,ZONE:Zone Mean Air Temperature [C](Hourly) ,ZONE:Zone Mean Air Temperature [C](Hourly) 
 06/08  16:00:00,20.25,10.0916666667,284.1666666667,37.8434970074,37.8434970074,37.8434970074
 06/08  17:00:00,19.0083333333,10.0083333333,280,38.5604727705,38.5604727705,38.5604727705
 06/08  18:00:00,17.6583333333,10.675,274.1666666667,38.3536816157,38.3536816157,38.3536816157
 06/08  19:00:00,16.5583333333,9.8416666667,275.8333333333,36.9127817164,36.9127817164,36.9127817164
 06/08  20:00:00,15.1083333333,7.2833333333,280,34.5337538188,34.5337538188,34.5337538188
 06/08  21:00:00,14.1083333333,7.3666666667,280,33.2178299314,33.2178299314,33.2178299314
 06/08  22:00:00,13.55,7.6166666667,280,32.5991202003,32.5991202003,32.5991202003
 06/08  23:00:00,13.0083333333,7.4916666667,291.6666666667,32.114655123,32.114655123,32.114655123
 06/08  24:00:00,12.45,7.7,300,31.6869042821,31.6869042821,31.6869042821
 06/09  01:00:00,12.2,7.7,300,31.3049934346,31.3049934346,31.3049934346
 06/09  02:00:00,12.2,7.7,294.1666666667,30.9734665117,30.9734665117,30.9734665117
 06/09  03:00:00,11.9083333333,7.4083333333,290,30.664668458,30.664668458,30.664668458
 06/09  04:00:00,11.7,6.6166666667,290,30.3651689072,30.3651689072,30.3651689072
 06/09  05:00:00,11.7,5.6166666667,284.1666666667,30.1055048796,30.1055048796,30.1055048796
 06/09  06:00:00,12.3416666667,5.2,280,30.2980818669,30.2980818669,30.2980818669
 06/09  07:00:00,13.7333333333,5.2,285.8333333333,30.7428222706,30.7428222706,30.7428222706
 06/09  08:00:00,16.0333333333,5.2,290,31.1490112428,31.1490112428,31.1490112428
 06/09  09:00:00,17.8416666667,6.3666666667,290,31.5633777882,31.5633777882,31.5633777882
 06/09  10:00:00,18.65,8.425,290,32.0746806925,32.0746806925,32.0746806925
 06/09  11:00:00,18.9,9.8833333333,278.3333333333,32.6742214332,32.6742214332,32.6742214332
 06/09  12:00:00,19.1916666667,11.8166666667,270,33.2079594469,33.2079594469,33.2079594469
 06/09  13:00:00,20.1,11.9666666667,270,33.7314383969,33.7314383969,33.7314383969
 06/09  14:00:00,20.25,10.1333333333,270,34.8123754768,34.8123754768,34.8123754768
 06/09  15:00:00,19.65,11.4,270,36.3193557741,36.3193557741,36.3193557741
 06/09  16:00:00,19.1083333333,13.1916666667,264.1666666667,37.6345766308,37.6345766308,37.6345766308
 06/09  17:00:00,17.9083333333,14.275,254.1666666667,38.3656666108,38.3656666108,38.3656666108
 06/09  18:00:00,16.5583333333,12.8,255.8333333333,38.2032254735,38.2032254735,38.2032254735
 06/09  19:00:00,15.1083333333,10.425,260,36.8104792073,36.8104792073,36.8104792073
 06/09  20:00:00,13.7583333333,9.2166666667,265.8333333333,34.3272587671,34.3272587671,34.3272587671
 06/09  21:00:00,13.0083333333,7.8666666667,270,32.9715524056,32.9715524056,32.9715524056
 06/09  22:00:00,12.8,7.7833333333,258.3333333333,32.3506381592,32.3506381592,32.3506381592
 06/09  23:00:00,12.45,8.55,255.8333333333,31.8711647884,31.8711647884,31.8711647884
 06/09  24:00:00,11.9083333333,7.2833333333,265.8333333333,31.4375024653,31.4375024653,31.4375024653
 06/10  01:00:00,11.7,7.075,264.1666666667,31.0558009794,31.0558009794,31.0558009794
 06/10  02:00:00,11.7,7.9916666667,260,30.7169410258,30.7169410258,30.7169410258
 06/10  03:00:00,11.35,8.2,265.8333333333,30.3965497572,30.3965497572,30.3965497572
 06/10  04:00:00,11.1,7.9083333333,270,30.086747035,30.086747035,30.086747035
 06/10  05:00:00,11.1,8.3416666667,270,29.8178673076,29.8178673076,29.8178673076
 06/10  06:00:00,11.45,8.45,264.1666666667,29.9793376347,29.9793376347,29.9793376347
 06/10  07:00:00,12.3416666667,8.2,271.6666666667,30.4242907873,30.4242907873,30.4242907873
 06/10  08:00:00,13.7333333333,7.6166666667,274.1666666667,30.7887257386,30.7887257386,30.7887257386
 06/10  09:00:00,15.1,7.7833333333,270,31.1476306491,31.1476306491,31.1476306491
 06/10  10:00:00,16.2416666667,8.2,270,31.6133398962,31.6133398962,31.6133398962
 06/10  11:00:00,16.7,8.2,270,32.1142318793,32.1142318793,32.1142318793
 06/10  12:00:00,17.3416666667,8.8416666667,264.1666666667,32.6374470393,32.6374470393,32.6374470393
 06/10  13:00:00,17.8,9.5916666667,260,33.1395482064,33.1395482064,33.1395482064
 06/10  14:00:00,18.0916666667,9.5083333333,265.8333333333,34.1297842481,34.1297842481,34.1297842481
 06/10  15:00:00,18.3,7.7833333333,264.1666666667,35.6265763634,35.6265763634,35.6265763634
 06/10  16:00:00,18.0083333333,5.825,265.8333333333,36.8589563058,36.8589563058,36.8589563058
 06/10  17:00:00,16.8083333333,6.3666666667,264.1666666667,37.4510213986,37.4510213986,37.4510213986
 06/10  18:00:00,16.1,7.4916666667,265.8333333333,37.3027764911,37.3027764911,37.3027764911
 06/10  19:00:00,15.1083333333,7.4083333333,258.3333333333,35.8056498815,35.8056498815,35.8056498815
 06/10  20:00:00,13.7583333333,5.6833333333,255.8333333333,33.6027939278,33.6027939278,33.6027939278
 06/10  21:00:00,13.0083333333,4.95,248.3333333333,32.3824050319,32.3824050319,32.3824050319
 06/10  22:00:00,12.45,6.075,245.8333333333,31.7898739624,31.7898739624,31.7898739624
 06/10  23:00:00,11.9083333333,6.1166666667,255.8333333333,31.3183810025,31.3183810025,31.3183810025
 06/10  24:00:00,11.7,6.2833333333,260,30.9150483853,30.9150483853,30.9150483853
 06/11  01:00:00,11.7,5.825,248.3333333333,30.5684428153,30.5684428153,30.5684428153
 06/11  02:00:00,11.35,3.975,245.8333333333,30.2468990994,30.2468990994,30.2468990994
 06/11  03:00:00,10.8083333333,2.1666666667,255.8333333333,29.9319111547,29.9319111547,29.9319111547
 06/11  04:00:00,10.6,2.1416666667,230.8333333333,29.6384744207,29.6384744207,29.6384744207
 06/11  05:00:00,10.6,1.9583333333,215.8333333333,29.3766099043,29.3766099043,29.3766099043
 06/11  06:00:00,11.2416666667,1.2083333333,220,29.6578380599,29.6578380599,29.6578380599
 06/11  07:00:00,13.275,1,220,30.1798610003,30.1798610003,30.1798610003
 06/11  08:00:00,15.3916666667,1.6416666667,109.1666666667,30.5262292288,30.5262292288,30.5262292288
 06/11  09:00:00,16.45,2.6833333333,41.6666666667,30.8160616677,30.8160616677,30.8160616677
 06/11  10:00:00,17.3416666667,3.1,50,31.3040452958,31.3040452958,31.3040452958
 06/11  11:00:00,18.4416666667,3.1,26.6666666667,31.9023654061,31.9023654061,31.9023654061
 06/11  12:00:00,20.5333333333,5.4916666667,179.1666666667,32.5343343996,32.5343343996,32.5343343996
 06/11  13:00:00,21.7,8.1333333333,300,33.1237414311,33.1237414311,33.1237414311
 06/11  14:00:00,21.9916666667,9.3833333333,294.1666666667,34.1635960477,34.1635960477,34.1635960477
 06/11  15:00:00,20.5666666667,9.8,290,35.6931123948,35.6931123948,35.6931123948
 06/11  16:00:00,18.7583333333,10.0916666667,278.3333333333,37.052497631,37.052497631,37.052497631
 06/11  17:00:00,18.0083333333,9.7166666667,275.8333333333,37.9810098363,37.9810098363,37.9810098363
 06/11  18:00:00,16.8083333333,8.3666666667,280,38.1389305621,38.1389305621,38.1389305621
 06/11  19:00:00,15.1083333333,7.7,274.1666666667,36.9625873665,36.9625873665,36.9625873665
 06/11  20:00:00,13.7583333333,5.8916666667,275.8333333333,34.436826267,34.436826267,34.436826267
 06/11  21:00:00,13.0083333333,4.3083333333,280,32.8583263181,32.8583263181,32.8583263181
 06/11  22:00:00,12.8,4.1,285.8333333333,32.2024258025,32.2024258025,32.2024258025
 06/11  23:00:00,12.8,4.1,290,31.7295606674,31.7295606674,31.7295606674
 06/11  24:00:00,12.45,3.5166666667,284.1666666667,31.3170985442,31.3170985442,31.3170985442
 06/12  01:00:00,12.2,4.325,285.8333333333,30.936142106,30.936142106,30.936142106
 06/12  02:00:00,11.9083333333,3.975,278.3333333333,30.5907149679,30.5907149679,30.5907149679
 06/12  03:00:00,11.7,3.6833333333,275.8333333333,30.2738093907,30.2738093907,30.2738093907
 06/12  04:00:00,11.35,3.5166666667,274.1666666667,29.9797766468,29.9797766468,29.9797766468
 06/12  05:00:00,11.1,2.5166666667,252.5,29.7026983721,29.7026983721,29.7026983721
 06/12  06:00:00,12.0916666667,0.875,100,29.8248082092,29.8248082092,29.8248082092
 06/12  07:00:00,13.7333333333,0.5833333333,23.3333333333,30.3535252211,30.3535252211,30.3535252211
 06/12  08:00:00,15.3916666667,1.6416666667,40,30.8626478831,30.8626478831,30.8626478831
 06/12  09:00:00,16.7416666667,2.3916666667,45.8333333333,31.385206676,31.385206676,31.385206676
 06/12  10:00:00,17.55,3.475,195.8333333333,31.9774573139,31.9774573139,31.9774573139
 06/12  11:00:00,18.7333333333,3.225,171.6666666667,32.6022550533,32.6022550533,32.6022550533
 06/12  12:00:00,19.1083333333,6.2166666667,167.5,33.335023715,33.335023715,33.335023715
 06/12  13:00:00,18.2583333333,8.1583333333,247.5,33.8312373679,33.8312373679,33.8312373679
 06/12  14:00:00,16.8083333333,7.9916666667,254.1666666667,34.6722736111,34.6722736111,34.6722736111
 06/12  15:00:00,16.1,8.55,250,35.6472343889,35.6472343889,35.6472343889
 06/12  16:00:00,15.4583333333,8.8,244.1666666667,35.8210383322,35.8210383322,35.8210383322
 06/12  17:00:00,14.3583333333,8.1583333333,240,35.6841441614,35.6841441614,35.6841441614
 06/12  18:00:00,13.55,7.1166666667,240,34.3526225199,34.3526225199,34.3526225199
 06/12  19:00:00,13.0083333333,6.1166666667,240,32.9932836891,32.9932836891,32.9932836891
 06/12  20:00:00,12.45,5.7,234.1666666667,31.9625190425,31.9625190425,31.9625190425
 06/12  21:00:00,12.2,5.9916666667,235.8333333333,31.2991467613,31.2991467613,31.2991467613
 06/12  22:00:00,12.2,5.9083333333,245.8333333333,30.8980022569,30.8980022569,30.8980022569
 06/12  23:00:00,12.2,5.4083333333,244.1666666667,30.5669426955,30.5669426955,30.5669426955
 06/12  24:00:00,11.9083333333,5.7833333333,245.8333333333,30.2486458438,30.2486458438,30.2486458438
 06/13  01:00:00,11.9916666667,4.975,267.5,29.9654454137,29.9654454137,29.9654454137
 06/13  02:00:00,11.9083333333,4.3916666667,280,29.7205434679,29.7205434679,29.7205434679
 06/13  03:00:00,11.7,4.0166666667,285.8333333333,29.4528496709,29.4528496709,29.4528496709
 06/13  04:00:00,11.35,2.725,260.8333333333,29.1985318856,29.1985318856,29.1985318856
 06/13  05:00:00,11.1,3.9083333333,228.3333333333,28.936686291,28.936686291,28.936686291
 06/13  06:00:00,11.45,5.4916666667,225.8333333333,28.8438917582,28.8438917582,28.8438917582
 06/13  07:00:00,11.7,5.4083333333,235.8333333333,28.9216022743,28.9216022743,28.9216022743
 06/13  08:00:00,12.3416666667,5.2,228.3333333333,29.1567230096,29.1567230096,29.1567230096
 06/13  09:00:00,13.0916666667,5.7833333333,225.8333333333,30.1044895685,30.1044895685,30.1044895685
 06/13  10:00:00,14.6416666667,5.6166666667,230,30.7964594394,30.7964594394,30.7964594394
 06/13  11:00:00,16.2416666667,6.3666666667,241.6666666667,31.4089324692,31.4089324692,31.4089324692
 06/13  12:00:00,16.35,7.2,250,31.7280089055,31.7280089055,31.7280089055
 06/13  13:00:00,16.45,6.9083333333,238.3333333333,31.9352924821,31.9352924821,31.9352924821
 06/13  14:00:00,16.9916666667,7.2833333333,241.6666666667,33.004477643,33.004477643,33.004477643
 06/13  15:00:00,16.9083333333,7.9916666667,250,34.4413721796,34.4413721796,34.4413721796
 06/13  16:00:00,16.7,8.2,244.1666666667,35.2795875385,35.2795875385,35.2795875385
 06/13  17:00:00,16.0583333333,7.6166666667,240,35.6608109993,35.6608109993,35.6608109993
 06/13  18:00:00,15.25,6.325,240,35.0851158146,35.0851158146,35.0851158146
 06/13  19:00:00,14.3583333333,5.7,240,33.5825827976,33.5825827976,33.5825827976
 06/13  20:00:00,12.9083333333,3.8916666667,240,31.8820228746,31.8820228746,31.8820228746
 06/13  21:00:00,12.2,3.1833333333,257.5,30.8767399507,30.8767399507,30.8767399507
 06/13  22:00:00,12.2,3.0166666667,293.3333333333,30.395630586,30.395630586,30.395630586
 06/13  23:00:00,11.5583333333,1.6666666667,292.5,29.9983128741,29.9983128741,29.9983128741
 06/13  24:00:00,11.45,1,280,29.6412337055,29.6412337055,29.6412337055
 06/14  01:00:00,11.0583333333,2.225,280,29.3196948559,29.3196948559,29.3196948559
 06/14  02:00:00,10.6,3.1,285.8333333333,28.9854002454,28.9854002454,28.9854002454
 06/14  03:00:00,10.25,3.1,278.3333333333,28.6935230492,28.6935230492,28.6935230492
 06/14  04:00:00,10.35,3.1,270,28.4223471658,28.4223471658,28.4223471658
 06/14  05:00:00,10.25,3.1,281.6666666667,28.1882905901,28.1882905901,28.1882905901
 06/14  06:00:00,10.9916666667,2.5166666667,290,28.4539452991,28.4539452991,28.4539452991
 06/14  07:00:00,12.9833333333,1.4583333333,290,29.0007608541,29.0007608541,29.0007608541
 06/14  08:00:00,14.8916666667,1.9333333333,301.6666666667,29.3153307892,29.3153307892,29.3153307892
 06/14  09:00:00,15.6,4.1166666667,304.1666666667,29.6341746787,29.6341746787,29.6341746787
 06/14  10:00:00,16.2416666667,6.3666666667,294.1666666667,30.0228255291,30.0228255291,30.0228255291
 06/14  11:00:00,17.6333333333,7.7833333333,290,30.5237617457,30.5237617457,30.5237617457
 06/14  12:00:00,18.0083333333,8.8416666667,290,31.05145047,31.05145047,31.05145047
 06/14  13:00:00,18.0916666667,8.075,284.1666666667,31.4999084371,31.4999084371,31.4999084371
 06/14  14:00:00,17.6583333333,7.2,274.1666666667,32.4064317052,32.4064317052,32.4064317052
 06/14  15:00:00,16.9083333333,8.425,270,33.8558005732,33.8558005732,33.8558005732
 06/14  16:00:00,16.7,8.6583333333,264.1666666667,35.2000033441,35.2000033441,35.2000033441
 06/14  17:00:00,15.7083333333,8.2,254.1666666667,35.7697434079,35.7697434079,35.7697434079
 06/14  18:00:00,14.3583333333,8.2,250,35.7647627097,35.7647627097,35.7647627097
 06/14  19:00:00,13.2583333333,7.0333333333,250,34.7578998297,34.7578998297,34.7578998297
 06/14  20:00:00,12.1583333333,6.7833333333,244.1666666667,32.5137790514,32.5137790514,32.5137790514
 06/14  21:00:00,11.9916666667,4.5166666667,251.6666666667,31.0656171673,31.0656171673,31.0656171673
 06/14  22:00:00,11.9083333333,2.8916666667,248.3333333333,30.4904205387,30.4904205387,30.4904205387
 06/14  23:00:00,11.35,2.5166666667,251.6666666667,30.0264439597,30.0264439597,30.0264439597
 06/14  24:00:00,11.1,3.2666666667,242.5,29.6250258483,29.6250258483,29.6250258483
 06/15  01:00:00,11.1,4.3916666667,224.1666666667,29.2773817505,29.2773817505,29.2773817505
 06/15  02:00:00,11.1,4.95,231.6666666667,28.9674651438,28.9674651438,28.9674651438
 06/15  03:00:00,11.1,3.975,240,28.6904075953,28.6904075953,28.6904075953
 06/15  04:00:00,11.1,4.325,228.3333333333,28.4360607614,28.4360607614,28.4360607614
 06/15  05:00:00,10.8083333333,5.2,225.8333333333,28.1825285783,28.1825285783,28.1825285783
 06/15  06:00:00,10.6,5.2,235.8333333333,28.0743569175,28.0743569175,28.0743569175
 06/15  07:00:00,10.6,5.7833333333,234.1666666667,28.1016913582,28.1016913582,28.1016913582
 06/15  08:00:00,10.8916666667,6.2,230,28.1921439764,28.1921439764,28.1921439764
 06/15  09:00:00,11.1,5.9083333333,224.1666666667,28.3885482618,28.3885482618,28.3885482618
 06/15  10:00:00,11.7416666667,5.4083333333,220,28.7488514789,28.7488514789,28.7488514789
 06/15  11:00:00,13.4833333333,5.2,214.1666666667,30.0904729129,30.0904729129,30.0904729129
 06/15  12:00:00,15.3916666667,5.2,233.3333333333,30.6941490635,30.6941490635,30.6941490635
 06/15  13:00:00,16.45,6.3666666667,255.8333333333,31.113487819,31.113487819,31.113487819
 06/15  14:00:00,16.7,7.2,254.1666666667,32.043425065,32.043425065,32.043425065
 06/15  15:00:00,16.7,7.7833333333,255.8333333333,33.4045419623,33.4045419623,33.4045419623
 06/15  16:00:00,16.0583333333,8.8416666667,254.1666666667,34.4875669436,34.4875669436,34.4875669436
 06/15  17:00:00,14.9,8.6583333333,250,34.3942226548,34.3942226548,34.3942226548
 06/15  18:00:00,13.7583333333,7.0333333333,244.1666666667,32.9047052488,32.9047052488,32.9047052488
 06/15  19:00:00,12.6583333333,6.2,234.1666666667,31.6811975415,31.6811975415,31.6811975415
 06/15  20:00:00,11.9083333333,4.975,230,30.4098010603,30.4098010603,30.4098010603
 06/15  21:00:00,11.7,3.5166666667,230,29.5984116233,29.5984116233,29.5984116233
 06/15  22:00:00,11.7,3.1,230,29.1869093331,29.1869093331,29.1869093331
 06/15  23:00:00,11.7,3.6833333333,230,28.8368760646,28.8368760646,28.8368760646
 06/15  24:00:00,11.7,3.5166666667,218.3333333333,28.5153582852,28.5153582852,28.5153582852
 06/16  01:00:00,11.7,3.1,215.8333333333,28.2301081845,28.2301081845,28.2301081845
 06/16  02:00:00,11.7,4.325,225.8333333333,27.9662654519,27.9662654519,27.9662654519
 06/16  03:00:00,11.7,5.7833333333,218.3333333333,27.7193017583,27.7193017583,27.7193017583
 06/16  04:00:00,11.35,6.2,210,27.4709727215,27.4709727215,27.4709727215
 06/16  05:00:00,10.8083333333,5.6166666667,227.5,27.2199539236,27.2199539236,27.2199539236
 06/16  06:00:00,10.6,5.7833333333,234.1666666667,27.1009222487,27.1009222487,27.1009222487
 06/16  07:00:00,10.6,5.6166666667,235.8333333333,27.1179799577,27.1179799577,27.1179799577
 06/16  08:00:00,10.6,5.2,234.1666666667,27.3175132996,27.3175132996,27.3175132996
 06/16  09:00:00,10.8916666667,5.2,241.6666666667,27.9557625835,27.9557625835,27.9557625835
 06/16  10:00:00,11.45,5.7833333333,232.5,28.0462081884,28.0462081884,28.0462081884
 06/16  11:00:00,11.7,5.6166666667,225.8333333333,28.1202564054,28.1202564054,28.1202564054
 06/16  12:00:00,12.3416666667,6.3666666667,241.6666666667,28.2822525473,28.2822525473,28.2822525473
 06/16  13:00:00,13.0916666667,8.425,244.1666666667,28.4063976415,28.4063976415,28.4063976415
 06/16  14:00:00,13.65,8.6583333333,245.8333333333,28.4495583875,28.4495583875,28.4495583875
 06/16  15:00:00,13.55,8.8416666667,250,28.3821685669,28.3821685669,28.3821685669
 06/16  16:00:00,13.3,8.075,244.1666666667,28.2842356746,28.2842356746,28.2842356746
 06/16  17:00:00,13.3,7.2,245.8333333333,28.0749660812,28.0749660812,28.0749660812
 06/16  18:00:00,13.3,7.2,244.1666666667,28.2984602787,28.2984602787,28.2984602787
 06/16  19:00:00,13.0083333333,6.6166666667,240,27.7202945898,27.7202945898,27.7202945898
 06/16  20:00:00,12.1583333333,6.2,240,26.8848828861,26.8848828861,26.8848828861
 06/16  21:00:00,11.7,6.2,240,26.4087976154,26.4087976154,26.4087976154
 06/16  22:00:00,11.35,5.6166666667,234.1666666667,26.1135260618,26.1135260618,26.1135260618
 06/16  23:00:00,11.1,5.2,230,25.8408456977,25.8408456977,25.8408456977
 06/16  24:00:00,10.8083333333,3.6833333333,259.1666666667,25.60549076,25.60549076,25.60549076
 06/17  01:00:00,10.25,3.1833333333,268.3333333333,25.3587521391,25.3587521391,25.3587521391
 06/17  02:00:00,10,4.5333333333,248.3333333333,25.1137079496,25.1137079496,25.1137079496
 06/17  03:00:00,10,3.0416666667,251.6666666667,24.9000555648,24.9000555648,24.9000555648
 06/17  04:00:00,10,2.725,248.3333333333,24.701444669,24.701444669,24.701444669
 06/17  05:00:00,10,4.825,251.6666666667,24.5085259218,24.5085259218,24.5085259218
 06/17  06:00:00,10.35,5.7,260,24.6300111455,24.6300111455,24.6300111455
 06/17  07:00:00,11.2416666667,6.8666666667,260,25.2654595442,25.2654595442,25.2654595442
 06/17  08:00:00,12.3416666667,7.4083333333,254.1666666667,25.7500106254,25.7500106254,25.7500106254
 06/17  09:00:00,13.4416666667,7.2,255.8333333333,26.0767811552,26.0767811552,26.0767811552
 06/17  10:00:00,15.1833333333,6.325,265.8333333333,26.5543182522,26.5543182522,26.5543182522
 06/17  11:00:00,16.45,6.2833333333,264.1666666667,27.2284362072,27.2284362072,27.2284362072
 06/17  12:00:00,17.3416666667,6.9916666667,265.8333333333,27.8754873646,27.8754873646,27.8754873646
 06/17  13:00:00,17.45,7.7833333333,264.1666666667,28.3216497026,28.3216497026,28.3216497026
 06/17  14:00:00,17.8416666667,8.8416666667,271.6666666667,29.2438839258,29.2438839258,29.2438839258
 06/17  15:00:00,17.6583333333,8.6583333333,274.1666666667,30.7271509391,30.7271509391,30.7271509391
 06/17  16:00:00,17.55,8.2,264.1666666667,32.142629591,32.142629591,32.142629591
 06/17  17:00:00,17.1583333333,7.9083333333,265.8333333333,33.1025408256,33.1025408256,33.1025408256
 06/17  18:00:00,16.0583333333,7.4083333333,264.1666666667,33.0448778102,33.0448778102,33.0448778102
