Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),FLOOR 0:Zone Mean Air Temperature [C](Hourly),FLOOR 1:Zone Mean Air Temperature [C](Hourly),FLOOR 2:Zone Mean Air Temperature [C](Hourly),FLOOR 3:Zone Mean Air Temperature [C](Hourly),FLOOR 4:Zone Mean Air Temperature [C](Hourly),FLOOR 5:Zone Mean Air Temperature [C](Hourly),FLOOR 6:Zone Mean Air Temperature [C](Hourly),FLOOR 7:Zone Mean Air Temperature [C](Hourly) 
 07/12  13:00:00,25.45,5.7,324.1666666667,42.5003131966,47.3745989913,48.3693704721,48.6180431678,48.7509890696,48.7812001223,48.6417535583,48.8898935408
 07/12  14:00:00,25.7083333333,6.9,314.1666666667,43.9335103991,48.8283762775,49.8623129102,50.1151892574,50.2785288829,50.29979848,50.164493725,51.2016690001
 07/12  15:00:00,24.0666666667,8.1,304.1666666667,45.9711488358,50.7774637802,51.8067950338,52.0589769911,52.2478582112,52.2790766829,52.13168903,54.8477443723
 07/12  16:00:00,22.4083333333,9.3,294.1666666667,47.8134029786,52.5768488927,53.5693909127,53.8239138545,53.9993556655,54.039414722,53.9052223478,58.2226282477
 07/12  17:00:00,20.7083333333,9.275,290,48.9330366615,53.6340792187,54.6166971319,54.8659404155,55.0066954807,55.0655717598,54.9210799915,60.1949209104
 07/12  18:00:00,19.0666666667,8.4333333333,284.1666666667,48.8462845818,53.5242587457,54.4706592993,54.7331532088,54.8510332842,54.9075252528,54.7482481629,59.9419771849
 07/12  19:00:00,17.4083333333,7.575,280,47.0849462515,51.7823543758,52.6958526898,52.9634070796,53.0604677589,53.1272668576,52.9568699601,56.6222171487
 07/12  20:00:00,16.2333333333,6.7916666667,285.8333333333,43.6643909617,48.4479869311,49.3334416642,49.6165959576,49.6812543058,49.7671970128,49.5873747754,51.0237966404
 07/12  21:00:00,15.4916666667,6.15,290,41.7283316696,46.5196488457,47.4374874185,47.6864703508,47.7804899185,47.8321608765,47.6916127841,47.4717372671
 07/12  22:00:00,14.7333333333,5.4916666667,295.8333333333,40.7511585195,45.566020008,46.4869720596,46.7297487714,46.8258155875,46.8715025592,46.7424956134,45.5639333135
 07/12  23:00:00,14.1083333333,4.7916666667,300,39.996833445,44.8337852461,45.7548294982,45.9952870984,46.0904571274,46.1339072691,46.0126923199,44.0732957515
 07/12  24:00:00,13.55,4.0916666667,305.8333333333,39.3713760135,44.2267793266,45.148203349,45.3867358527,45.4813270259,45.5228719492,45.4081513108,42.8214568228
 07/13  01:00:00,13.0083333333,3.3916666667,310,38.8277295041,43.6976066006,44.619574803,44.8565116827,44.9507204581,44.9906549671,44.8806711161,41.7346065053
 07/13  02:00:00,12.6833333333,2.925,310,38.3580492649,43.2371923568,44.1595638143,44.3949739273,44.4889293721,44.5273887403,44.4203310958,40.792923318
 07/13  03:00:00,12.4833333333,2.5666666667,304.1666666667,37.9449558311,42.8287859694,43.7509910914,43.9851825533,44.0786405666,44.1160106787,44.0097981964,39.9688720941
 07/13  04:00:00,12.2833333333,2.225,300,37.56444171,42.449928295,43.3717828034,43.6051015123,43.6979403781,43.7345750929,43.6273174399,39.2247927976
 07/13  05:00:00,12.8416666667,2.275,305.8333333333,37.2633780535,42.1428858418,43.065109758,43.2956394298,43.3892438017,43.4234751856,43.3151405861,38.6104407624
 07/13  06:00:00,14,2.6333333333,310,39.1884012633,43.9747908173,44.9398554017,45.1164313714,45.258665514,45.2408581855,45.1791176657,41.1592300488
 07/13  07:00:00,15.1416666667,2.975,315.8333333333,43.3801078846,48.054679588,49.0079905654,49.1914225456,49.3328054121,49.3190496122,49.2474426291,47.5990983664
 07/13  08:00:00,16.3583333333,3.275,320,46.1760094871,50.8168994224,51.7568125552,51.9797747846,52.1026650707,52.115201462,52.013126962,53.1508828816
 07/13  09:00:00,17.6,3.6333333333,314.1666666667,47.5291500515,52.1841751264,53.142401222,53.3720340512,53.4987782016,53.5281593391,53.4174365704,56.3644270515
 07/13  10:00:00,18.8583333333,3.975,310,47.5652349191,52.2947683784,53.2443936917,53.4984799341,53.645362303,53.7012733912,53.5662041812,57.1075538935
 07/13  11:00:00,19.75,4.9166666667,310,46.4031126333,51.2237676417,52.1967627434,52.4934750315,52.6220432669,52.6997380378,52.5513919955,55.5339650583
 07/13  12:00:00,20.2916666667,6.2583333333,315.8333333333,44.6095609927,49.553081267,50.5516025811,50.8517956729,50.9716059284,51.0459429984,50.8967913855,52.8308658955
 07/13  13:00:00,20.85,7.6166666667,320,43.9012012079,48.8246631321,49.8176150059,50.0805492217,50.2080827822,50.2496986443,50.1288838668,51.5019090854
 07/13  14:00:00,20.6916666667,8.4916666667,314.1666666667,45.0206919566,49.9933928507,51.0562810447,51.3089879098,51.4831824798,51.5013341456,51.4032449245,53.1626564
 07/13  15:00:00,19.9333333333,9.05,310,47.1752506507,52.029733115,53.0774346988,53.3313963389,53.529832335,53.5599674166,53.4580883643,56.6351064838
 07/13  16:00:00,19.1916666667,9.5916666667,304.1666666667,49.0493822946,53.8767809809,54.8831671393,55.1420833467,55.324042281,55.3657319588,55.2819430491,60.0195746848
 07/13  17:00:00,18.2583333333,9.275,300,50.1930725539,54.9631493011,55.9588985582,56.2131537218,56.3590513989,56.4208462174,56.3289472468,61.9813435389
 07/13  18:00:00,17.1583333333,8.4333333333,300,50.1787226348,54.9277561614,55.8874573829,56.1544627775,56.2779861736,56.3364026842,56.2326418664,61.8167412093
 07/13  19:00:00,16.0583333333,7.575,300,48.5043527658,53.2773725753,54.2023022087,54.4752127991,54.5766767586,54.646591131,54.5312336803,58.6561405827
 07/13  20:00:00,15.1333333333,7.025,300,44.9253338936,49.7991704098,50.6931699001,50.9831902174,51.0498256235,51.1405889318,51.0065214856,52.8991252812
 07/13  21:00:00,14.3916666667,6.6666666667,305.8333333333,42.8968980267,47.7815196126,48.7094403209,48.963698378,49.0611764615,49.1161666956,49.0236399267,49.1928122391
 07/13  22:00:00,13.6333333333,6.325,310,41.8731880239,46.782322621,47.7135190965,47.9608692008,48.0607355055,48.1091477786,48.0296695654,47.1893933755
 07/13  23:00:00,13.1833333333,5.3833333333,310,41.1009321063,46.0351030026,46.966561206,47.2112117253,47.3103677662,47.3562799719,47.2855219791,45.6510003379
 07/13  24:00:00,13.0416666667,4.0416666667,304.1666666667,40.4935905278,45.4509376334,46.3838915199,46.6264877331,46.7256408455,46.7694302425,46.7062095409,44.4092503646
 07/14  01:00:00,12.8833333333,2.6833333333,300,39.9795761528,44.9579577901,45.8929515675,46.1346634782,46.2339636422,46.2765677491,46.2188271199,43.3590888827
 07/14  02:00:00,12.5666666667,1.9833333333,300,39.5115447244,44.5058227213,45.441764605,45.6835165289,45.7821964868,45.8246743829,45.7695790335,42.421241005
 07/14  03:00:00,12.225,1.7833333333,305.8333333333,39.0717546766,44.0732660142,45.009021559,45.249820091,45.347815578,45.3895565572,45.3353109337,41.551796931
 07/14  04:00:00,11.8666666667,1.5833333333,310,38.6610642763,43.6660578977,44.6013107847,44.8413415472,44.9385224578,44.9797640904,44.9244270361,40.7536517652
 07/14  05:00:00,12.3416666667,1.5,286.6666666667,38.3338666516,43.3355304973,44.2717909371,44.5089725055,44.6072370541,44.6460306706,44.5899199767,40.0895733711
 07/14  06:00:00,13.4416666667,1.5,252.5,39.2471383726,44.1862578898,45.1618793461,45.3557717138,45.4955275248,45.491768592,45.4738840275,41.2161826276
 07/14  07:00:00,14.5416666667,1.5,216.6666666667,42.5408356936,47.4192497208,48.3988350997,48.5886331126,48.7372512426,48.7274186062,48.7142824166,46.1867661493
 07/14  08:00:00,15.875,1.7916666667,170.8333333333,45.7167599463,50.5115434115,51.4763844389,51.701512646,51.8534305318,51.8494821138,51.8097029551,51.6864671865
 07/14  09:00:00,17.3166666667,2.35,120.8333333333,47.5071295392,52.2982247767,53.2767776599,53.5105113041,53.6496480007,53.6782724132,53.6267176816,55.6719955326
 07/14  10:00:00,18.775,2.8916666667,70.8333333333,47.8420237179,52.6985157052,53.6678239446,53.9265751064,54.0807632581,54.1366825096,54.059173176,56.9933425152
 07/14  11:00:00,20.0416666667,3.3916666667,38.3333333333,46.9651877497,51.9223267066,52.9131300952,53.2124710523,53.3496080712,53.4270571773,53.3346762554,55.9932018121
 07/14  12:00:00,21.2,3.8916666667,18.3333333333,45.3772659373,50.4590746481,51.4763644999,51.7707227314,51.8990455325,51.9763157227,51.8792310314,53.7638230057
 07/14  13:00:00,22.3416666667,4.3916666667,208.3333333333,44.8557527767,49.9133951732,50.929916843,51.1980850134,51.3369717459,51.3809232881,51.3094177303,52.7634627379
 07/14  14:00:00,22.6833333333,4.1916666667,338.3333333333,46.1145815032,51.2113463077,52.2894246819,52.5515409429,52.7311400958,52.7561322662,52.7103834382,54.7016030916
 07/14  15:00:00,22.4833333333,3.55,312.5,48.2400512187,53.2343573393,54.3001035104,54.5635201789,54.7665749267,54.8027400652,54.7521195587,58.2686163186
 07/14  16:00:00,22.2833333333,2.8916666667,288.3333333333,50.0587023287,55.0315283245,56.0597102967,56.3321748263,56.5182638045,56.5686941036,56.5281285092,61.6254640853
 07/14  17:00:00,21.2083333333,3.125,280,50.9837847134,55.9085565321,56.9257950661,57.1951280819,57.3469220943,57.4165032869,57.3665269009,63.2534511526
 07/14  18:00:00,19.5666666667,3.9666666667,280,50.5023294628,55.4106835194,56.3891019842,56.6713667756,56.797967511,56.8674086408,56.8026267745,62.2188142066
 07/14  19:00:00,17.9083333333,4.825,280,48.3524145692,53.2979776156,54.2432193019,54.5283007014,54.632019179,54.7107345266,54.6347954053,58.265335275
 07/14  20:00:00,16.5583333333,4.9083333333,285.8333333333,45.1569047937,50.1798757425,51.1094367555,51.398631429,51.4833140426,51.5688867935,51.4870287656,53.0629347466
 07/14  21:00:00,15.4583333333,4.35,295.8333333333,43.436142111,48.4715189708,49.4267303072,49.6871979328,49.7952184252,49.8524083315,49.8047399231,49.8250547356
 07/14  22:00:00,14.3583333333,3.8083333333,305.8333333333,42.4731908565,47.5359564854,48.4916358944,48.7485158589,48.8558478013,48.9098304476,48.8718735113,47.925932721
 07/14  23:00:00,13.7833333333,3.425,310,41.7310716849,46.816613918,47.7725461588,48.0267279101,48.1333776538,48.1850062731,48.1554414687,46.4307768349
 07/14  24:00:00,13.5833333333,3.0666666667,304.1666666667,41.1436173496,46.246380768,47.2025473432,47.4542617052,47.5604774794,47.6100030173,47.5872469518,45.2109309912
 07/15  01:00:00,13.3833333333,2.725,300,40.6379550068,45.7537390643,46.7096093186,46.9596496139,47.0650338421,47.1132472933,47.0947764414,44.1629167905
 07/15  02:00:00,13.3,2.3666666667,300,40.1980887236,45.322042161,46.2780240459,46.5261679301,46.6312468475,46.6779383864,46.6621425308,43.2519211863
 07/15  03:00:00,13.3,2.025,300,39.8164208213,44.9449415976,45.9005410161,46.1473635807,46.2517694487,46.2975338214,46.2820346007,42.4641303888
 07/15  04:00:00,13.3,1.6666666667,300,39.4688724178,44.5988776947,45.5541908224,45.7998558687,45.9037173217,45.9487018386,45.9317722203,41.7600499544
 07/15  05:00:00,13.5333333333,1.6166666667,305.8333333333,39.1608351937,44.2872007266,45.2416266691,45.485753996,45.5889404715,45.6329783393,45.6129312336,41.137266934
 07/15  06:00:00,13.875,1.8166666667,321.6666666667,39.1115104389,44.2235315263,45.1826340996,45.4199794907,45.5284372293,45.5660387476,45.5470438842,40.9676249523
 07/15  07:00:00,14.2333333333,2.0166666667,335.8333333333,39.4348589006,44.5213090885,45.4952253425,45.7186216176,45.8420102238,45.8651769841,45.8549493576,41.4449578868
 07/15  08:00:00,14.925,2.5666666667,334.1666666667,41.3166147505,46.3586965291,47.3544164124,47.5649822827,47.7087199522,47.7157402921,47.7180243118,44.5240996294
 07/15  09:00:00,15.8833333333,3.425,330,43.4240784035,48.4411153416,49.4489372436,49.6614407706,49.8136418021,49.8235269856,49.8233492627,48.2799870579
 07/15  10:00:00,16.825,4.2666666667,324.1666666667,44.761156354,49.8066852176,50.8006954576,51.0424199707,51.1934063642,51.2323022833,51.2036922102,50.9682731699
 07/15  11:00:00,18.075,5.3,320,44.8642841913,49.9703458836,50.976851063,51.2579200934,51.3942237399,51.4583882042,51.4093568093,51.8072022974
 07/15  12:00:00,19.575,6.5,320,44.0287761808,49.1889032449,50.2077277025,50.4921438441,50.6199878473,50.6897886757,50.6214222988,50.9359730151
 07/15  13:00:00,21.075,7.7,320,43.7262190946,48.859543457,49.8833266874,50.145843261,50.2867413821,50.3287038969,50.2788235385,50.3738783391
 07/15  14:00:00,21.2333333333,8.3166666667,320,45.0459730821,50.2026219123,51.2753394516,51.5332282751,51.7066523958,51.7339484843,51.7008630373,52.5046255871
 07/15  15:00:00,20.4916666667,8.5166666667,314.1666666667,46.9771406781,52.0341845151,53.0934714202,53.352109046,53.5418676033,53.5794307684,53.5216277919,55.604885581
 07/15  16:00:00,19.7333333333,8.7166666667,310,47.8583498973,52.8715826578,53.8831055851,54.1540378254,54.3167933768,54.3704844983,54.3116545248,57.2719792923
 07/15  17:00:00,18.7583333333,8.5666666667,310,47.8158751065,52.7958874351,53.7921406455,54.0617802467,54.1984133705,54.2645344566,54.1944420488,57.0754022012
 07/15  18:00:00,17.6583333333,8.225,310,46.4859495669,51.5105670232,52.4688706249,52.7530393442,52.8554596444,52.9330767829,52.8463353943,54.8799451459
 07/15  19:00:00,16.5583333333,7.8666666667,310,43.9079297936,48.9610445263,49.9055654621,50.1866798908,50.2790680992,50.3568857564,50.2672366278,50.6639025066
 07/15  20:00:00,15.75,7.2333333333,310,42.1726064166,47.2331837928,48.1866146011,48.4498704328,48.5510989903,48.6128758551,48.5396288499,47.4724558661
 07/15  21:00:00,15.2083333333,6.375,304.1666666667,41.2142384666,46.2846999387,47.2416771147,47.4959495502,47.6005429115,47.6540409806,47.5910079343,45.558949189
 07/15  22:00:00,14.65,5.5333333333,300,40.5409180336,45.6247921786,46.5811110368,46.8325644656,46.9360639349,46.9872765449,46.9288456957,44.197646067
 07/15  23:00:00,14.1666666667,4.675,300,39.9778269209,45.0721922712,46.0285332166,46.2773391555,46.3803189137,46.429305101,46.3744880428,43.0537279376
 07/15  24:00:00,13.825,3.8333333333,294.1666666667,39.4964842432,44.5990025947,45.5553944188,45.8024330363,45.9047926791,45.9522955588,45.8991202787,42.0769354642
 07/16  01:00:00,13.4666666667,2.975,290,39.0632238208,44.1718366213,45.1285463067,45.3745067637,45.4763213651,45.5228939448,45.4694955602,41.2134258259
 07/16  02:00:00,13.4166666667,2.7166666667,295.8333333333,38.6882682794,43.7963161241,44.7530024894,44.9971147431,45.0986588525,45.1437723603,45.088786367,40.4611871762
 07/16  03:00:00,13.6166666667,2.8583333333,300,38.3702912083,43.4709007925,44.4257023841,44.6677970541,44.7682635872,44.8120783645,44.7533391708,39.8174492496
 07/16  04:00:00,13.8166666667,3.0166666667,305.8333333333,38.0807719705,43.1708178219,44.1233559437,44.3634568434,44.4626942065,44.5053041359,44.4412572934,39.2425265787
 07/16  05:00:00,14.3083333333,2.9833333333,286.6666666667,37.8272044406,42.9050154018,43.8559976841,44.0939822578,44.1926019979,44.2337699149,44.1637116179,38.7433963658
 07/16  06:00:00,15.0666666667,2.8416666667,252.5,38.2230863944,43.2609988712,44.2328229724,44.4479076488,44.5684518521,44.5870019866,44.5319050688,39.2405188243
 07/16  07:00:00,15.8083333333,2.6833333333,216.6666666667,40.0300046193,45.0244749438,46.0054663832,46.2129135979,46.3446394879,46.3541557619,46.3019532881,42.0945471653
 07/16  08:00:00,16.625,3.3,205.8333333333,41.4310407997,46.4087642389,47.3791551321,47.6061161848,47.7257838215,47.750361512,47.6775652098,44.6610770277
 07/16  09:00:00,17.5833333333,4.5,210,41.5176397774,46.4949908728,47.4553657412,47.694750764,47.8024626247,47.8423991297,47.7474664133,45.2944687156
 07/16  10:00:00,18.525,5.7,215.8333333333,41.4777602746,46.439458378,47.4110043471,47.6408041185,47.7651938536,47.7951909443,47.7020403525,45.4940136839
 07/16  11:00:00,19.1333333333,6.375,225.8333333333,42.5784100945,47.5759830669,48.5774535397,48.8244895283,48.9605310048,48.9973046763,48.901971243,47.700245297
 07/16  12:00:00,19.475,6.7333333333,230,42.0927660474,47.1846582702,48.196143602,48.4689534454,48.586748584,48.6488295299,48.5191495873,47.5223696783
 07/16  13:00:00,19.8333333333,7.075,235.8333333333,41.7152551494,46.7776249033,47.7888833019,48.041962511,48.1698016814,48.2062536467,48.091220883,46.8751568947
 07/16  14:00:00,19.7666666667,6.9083333333,234.1666666667,43.0869646302,48.1761283594,49.2493670187,49.4932539376,49.6632969486,49.6784036656,49.5863812021,49.0880389778
 07/16  15:00:00,19.425,6.4083333333,230,45.2990723658,50.3019142144,51.3473286923,51.5975639532,51.7828221881,51.8135937999,51.6927160545,52.7186330307
 07/16  16:00:00,19.0666666667,5.9083333333,224.1666666667,46.8699567728,51.8197071718,52.8321322583,53.0910660762,53.2573867314,53.301430738,53.1748735768,55.6857884998
