Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),FLOOR 0:Zone Mean Air Temperature [C](Hourly),FLOOR 1:Zone Mean Air Temperature [C](Hourly),FLOOR 2:Zone Mean Air Temperature [C](Hourly),FLOOR 3:Zone Mean Air Temperature [C](Hourly),FLOOR 4:Zone Mean Air Temperature [C](Hourly),FLOOR 5:Zone Mean Air Temperature [C](Hourly),FLOOR 6:Zone Mean Air Temperature [C](Hourly),FLOOR 7:Zone Mean Air Temperature [C](Hourly) 
 11/03  01:00:00,14.1916666667,5.0583333333,280,28.5815767489,31.2654574189,31.8066356365,31.9641130391,32.0005127576,31.9995673689,31.9024401519,30.4023241214
 11/03  02:00:00,14.4,6.4083333333,280,28.405529555,31.0865234089,31.6247088705,31.7814415784,31.8163366543,31.8156628667,31.7201980169,29.9988353844
 11/03  03:00:00,14.1083333333,7.9916666667,280,28.175982465,30.852446471,31.387805078,31.5439787529,31.5776440187,31.5773933125,31.482739441,29.5461925269
 11/03  04:00:00,13.55,8.55,274.1666666667,27.9319709151,30.6033927647,31.1370633367,31.2920071314,31.3251512515,31.3245707248,31.2303163559,29.083362612
 11/03  05:00:00,13.3,10.2583333333,275.8333333333,27.7165396752,30.3794457017,30.911440529,31.0644039195,31.0974352404,31.0958977914,31.0016889926,28.6647441107
 11/03  06:00:00,13.3,12.2333333333,274.1666666667,27.5317628228,30.1855910468,30.7160618501,30.8674883965,30.9005377784,30.8984859915,30.8035413458,28.3026969374
 11/03  07:00:00,13.0083333333,12.2583333333,275.8333333333,27.6887137197,30.3086622228,30.8589398463,30.986808652,31.0412824695,31.0167334644,30.9418415077,28.3860434143
 11/03  08:00:00,12.8,11.8,280,30.6249080869,33.1875726844,33.7513081312,33.8599335784,33.9333637898,33.8904394242,33.8322307183,32.6972208702
 11/03  09:00:00,13.0916666667,9.4083333333,291.6666666667,31.6673381892,34.2598699317,34.7853072881,34.9484422854,34.9809273711,34.9870099089,34.8787635867,35.0612903467
 11/03  10:00:00,13.65,8.6333333333,294.1666666667,30.121895146,32.7489877992,33.2806049672,33.4410209583,33.4756323527,33.4808784458,33.3750221582,33.0191054544
 11/03  11:00:00,13.9,9.0083333333,290,31.0048049884,33.646315381,34.2081695457,34.358178674,34.415137099,34.4065001795,34.3166233297,34.5884664818
 11/03  12:00:00,14.1916666667,6.9916666667,301.6666666667,30.6926101316,33.3512501209,33.8940258758,34.0629782313,34.1007612216,34.1114983368,34.0000255148,34.4767377193
 11/03  13:00:00,14.1083333333,3.25,135,29.9276922976,32.5803727347,33.1225194823,33.287166351,33.3257874008,33.3332604159,33.2224183689,33.1894600628
 11/03  14:00:00,13.9,3.0166666667,190.8333333333,30.6732488584,33.3070360925,33.886859149,34.024911763,34.0974521792,34.0764362043,33.9971181741,34.3070000237
 11/03  15:00:00,13.9,3.5166666667,325.8333333333,32.2436288386,34.8658149863,35.4306947291,35.5856296476,35.6448681266,35.639583937,35.5420042823,36.9044673455
 11/03  16:00:00,13.2583333333,6.7166666667,149.1666666667,30.3395799181,33.0186743642,33.5178517146,33.7195140904,33.7187903866,33.7651959263,33.6156126632,34.1096982205
 11/03  17:00:00,11.5166666667,7.4916666667,171.6666666667,28.8381591427,31.47583298,31.9986244594,32.1628518288,32.1893607963,32.2017390241,32.0844185485,31.3434130439
 11/03  18:00:00,10.6,4.975,280,28.2068926288,30.8408611034,31.3673170992,31.5225715827,31.5537018576,31.5583341591,31.4487215935,30.0771008915
 11/03  19:00:00,10.8916666667,3.8083333333,280,27.8530309467,30.4893629541,31.0170763152,31.1691390116,31.201724916,31.2037955715,31.0982647729,29.3144701388
 11/03  20:00:00,10.8083333333,4.5333333333,291.6666666667,27.5518903262,30.1871308593,30.7124910335,30.8633324924,30.8946622349,30.8965108654,30.7920680501,28.6753903412
 11/03  21:00:00,10.8916666667,6.075,329.1666666667,27.2883736622,29.9155625924,30.4390317879,30.5864576557,30.6178799806,30.6175756383,30.5150102043,28.1079038134
 11/03  22:00:00,10.8083333333,5.475,151.6666666667,27.059834042,29.6835597015,30.2051030818,30.3516188597,30.3821001837,30.3816683722,30.2786766236,27.6290249051
 11/03  23:00:00,10.8916666667,4.6,15.8333333333,26.8516306628,29.4714983103,29.9934153709,30.1379480832,30.1691508245,30.1672859531,30.0643994301,27.1984519038
 11/03  24:00:00,11.1,4.95,37.5,26.6793485222,29.2925705411,29.8127394084,29.9564931228,29.9869258713,29.9850702462,29.8800412905,26.8406161815
 11/04  01:00:00,10.8083333333,3.975,32.5,26.4800350272,29.0880490639,29.6071580583,29.7504596321,29.7802590515,29.778487579,29.6705795146,26.46632772
 11/04  02:00:00,10.8916666667,3.1,31.6666666667,26.3081517557,28.9104807111,29.4305070099,29.5724546865,29.6031776511,29.6003560436,29.4901930504,26.1370430063
 11/04  03:00:00,10.8083333333,3.1,57.5,26.1340572004,28.7296883214,29.2476759569,29.3902938843,29.4195390429,29.4179160003,29.3026495313,25.8248329856
 11/04  04:00:00,10.6,3.6833333333,70,25.925289289,28.5107686455,29.0277316109,29.1693805398,29.1984432574,29.1965112446,29.0769838755,25.4671655144
 11/04  05:00:00,9.9,3.225,140,25.6942372302,28.2720006832,28.7869670944,28.929189177,28.9568051532,28.9559471252,28.8303032845,25.0871820153
 11/04  06:00:00,9.1083333333,1.0833333333,79.1666666667,25.4547485512,28.0298635827,28.5477746155,28.6895832245,28.71905405,28.7175280689,28.587914149,24.6938823848
 11/04  07:00:00,10.1833333333,2.3916666667,40.8333333333,25.3667615087,27.9255172739,28.4460864372,28.5834347557,28.6162574651,28.6109591432,28.4793616247,24.5020320159
 11/04  08:00:00,11.45,6.4916666667,58.3333333333,25.5349064715,28.067718247,28.5892410154,28.7210073983,28.7575458084,28.7477013485,28.6145857024,24.7622531616
 11/04  09:00:00,11.7,8.2,55.8333333333,26.1620210102,28.6681430415,29.2067023953,29.3249236575,29.3785663599,29.3543998608,29.2313928105,25.8513591012
 11/04  10:00:00,11.7,9.1333333333,65.8333333333,27.7968914881,30.2998017175,30.8527610473,30.9732572946,31.0372894469,31.0113999492,30.8891464473,28.770574181
 11/04  11:00:00,11.9916666667,9.2166666667,64.1666666667,28.2309058676,30.7608397915,31.3010565948,31.4461540797,31.4935068783,31.4903953199,31.3426897252,30.0131343371
 11/04  12:00:00,12.55,8.45,60,28.2869757465,30.8090180758,31.3530256434,31.4972316351,31.5476810417,31.5432639959,31.3916892911,30.3739736308
 11/04  13:00:00,13.0916666667,8.2,60,28.854565678,31.3600226001,31.9196077817,32.0538893274,32.1188430068,32.1027419969,31.9595766047,31.4262121896
 11/04  14:00:00,13.65,8.55,65.8333333333,30.018605066,32.5153558141,33.0719399895,33.2121291235,33.2765936247,33.263746555,33.1041915188,33.3842726431
 11/04  15:00:00,13.9,9.675,70,29.6431235632,32.1602112599,32.6818092685,32.8490977088,32.8797296495,32.8980091914,32.7081332119,33.0587381639
 11/04  16:00:00,13.9,10.0083333333,75.8333333333,28.4750071294,30.9725495797,31.4858694515,31.6489580889,31.6751223887,31.6921273366,31.5040932485,31.1495498551
 11/04  17:00:00,12.6166666667,7.4083333333,109.1666666667,27.2576728806,29.7438305114,30.2500857093,30.4069981125,30.4295847293,30.4432464396,30.2537466138,28.9364018915
 11/04  18:00:00,11.9916666667,7.5083333333,89.1666666667,26.6055193006,29.0792873902,29.5903105352,29.7361894038,29.7653134753,29.7692251224,29.5880305256,27.6310992505
 11/04  19:00:00,12.2,8.1583333333,71.6666666667,26.2606807035,28.729229485,29.2403911615,29.3830236407,29.413544314,29.4149661629,29.2368508115,26.9018496756
 11/04  20:00:00,12.2,6.825,80,25.9892122541,28.4546903117,28.9652609396,29.1058420323,29.1365899945,29.1365244861,28.9597844111,26.3254005072
 11/04  21:00:00,12.2,5.9083333333,80,25.7560314334,28.2187493872,28.7287858186,28.8681377389,28.8989713185,28.8980343079,28.7216456685,25.83727644
 11/04  22:00:00,12.2,5.0583333333,80,25.5382360513,27.9978987868,28.5075488678,28.6463053723,28.6770335543,28.6757347369,28.4988661339,25.401362681
 11/04  23:00:00,12.2,4.95,56.6666666667,25.3464210332,27.7999150965,28.3092759365,28.4468672995,28.4778514304,28.4757414234,28.2979688127,25.0192926702
 11/04  24:00:00,12.55,5.4916666667,57.5,25.2016625402,27.6453924342,28.1541104492,28.2900280699,28.3214673109,28.3181532056,28.1391317795,24.7184540424
 11/05  01:00:00,12.45,4.1833333333,52.5,25.0542577129,27.4913982937,27.9986705469,28.1347556066,28.1652626936,28.1623843951,27.9797367243,24.4384833244
 11/05  02:00:00,10.5666666667,1.2916666667,16.6666666667,24.7503047902,27.1904237645,27.69485382,27.8352463985,27.8619394061,27.8630035983,27.6724361467,23.961769937
 11/05  03:00:00,9.1083333333,1.5166666667,93.3333333333,24.409839692,26.841531557,27.3477000148,27.4860473266,27.5143258937,27.5134897147,27.3203223381,23.4074166739
 11/05  04:00:00,9.8916666667,1.9583333333,148.3333333333,24.2743240804,26.6886187677,27.1964888898,27.3297374886,27.361268303,27.3559163429,27.1622086755,23.1278534749
 11/05  05:00:00,9.2583333333,1.5,163.3333333333,24.0879619646,26.4980055229,27.0008399105,27.1386578446,27.1654145975,27.1647423318,26.9613634514,22.8300186687
 11/05  06:00:00,8.9416666667,0.625,75,23.8835047377,26.2806759749,26.7879153035,26.9212270801,26.9524435189,26.9472405054,26.7428770764,22.4771137341
 11/05  07:00:00,10.1,0,0,24.1207018099,26.4868557902,27.0156097248,27.1284335972,27.1811769211,27.155343518,26.966700264,22.7289024724
 11/05  08:00:00,10.6,0,0,26.5990169956,28.9274612907,29.4786456978,29.5748141853,29.6510125657,29.607465065,29.423692352,26.4744467434
 11/05  09:00:00,12.175,0.875,58.3333333333,28.9652198635,31.302683747,31.8322269052,31.96227287,32.0178185333,32.0022362509,31.766420882,31.0180896867
 11/05  10:00:00,13.3,1.5,82.5,28.9314764791,31.2956523207,31.8178334759,31.968751912,32.0123924204,32.0136758347,31.7574580937,31.6826842485
 11/05  11:00:00,13.9416666667,1.5,64.1666666667,29.0505422786,31.439973737,31.9757491592,32.128651213,32.1783341524,32.1792499108,31.9207850108,32.2530270386
 11/05  12:00:00,14.75,1.85,54.1666666667,28.863445884,31.2641032707,31.8055706037,31.9548553276,32.0034063935,32.0027222891,31.7421288335,32.1365798089
 11/05  13:00:00,15,2.1,38.3333333333,29.6759947181,32.0554170707,32.6066288161,32.7446113431,32.8121000026,32.7943988089,32.5483086333,33.6018427853
 11/05  14:00:00,16.2833333333,0.875,12.5,31.816266317,34.2083614498,34.7914966165,34.939205825,35.0205967373,35.0046433292,34.7722337696,37.6959011919
 11/05  15:00:00,17.55,3.6166666667,163.3333333333,34.0899374323,36.4486311817,37.0171508993,37.1697726178,37.2415208092,37.2371838042,36.9989090544,42.0173994376
 11/05  16:00:00,17.1583333333,6.2,274.1666666667,34.6400655238,36.9834482668,37.4984432566,37.6719199348,37.709725244,37.7262516883,37.4599252994,43.2246223223
 11/05  17:00:00,15.7083333333,6.4916666667,275.8333333333,31.2249572157,33.604399621,34.0728778583,34.2748796079,34.2684674383,34.3201212895,34.0249571073,37.1034845153
 11/05  18:00:00,14.3583333333,6.1166666667,280,29.1320022554,31.4881397147,31.9866035851,32.1506728848,32.174272479,32.1922282638,31.9519683712,33.0060957631
 11/05  19:00:00,13.9,5.4083333333,280,28.3009755758,30.6599843673,31.1639071724,31.3177346586,31.3476432084,31.356379744,31.1311055328,31.3755981562
 11/05  20:00:00,13.55,4.5583333333,280,27.7319228622,30.101350755,30.6049918297,30.755869585,30.7860876909,30.7924699543,30.5759875298,30.2338081716
 11/05  21:00:00,13.0083333333,4.1,280,27.251235972,29.630372997,30.1337763458,30.2824749877,30.3128913844,30.3174879536,30.1090878626,29.2682667936
 11/05  22:00:00,12.1583333333,2.5833333333,256.6666666667,26.82579266,29.215307678,29.7189630229,29.8663614409,29.8969159125,29.9003185352,29.6986547327,28.4204646856
 11/05  23:00:00,11.7,1.85,263.3333333333,26.4687575797,28.8649477429,29.3698027648,29.5155132758,29.5470792969,29.5488039617,29.3534524218,27.6973841275
 11/05  24:00:00,11.0583333333,1.75,215.8333333333,26.1367675634,28.5369326682,29.0403405359,29.186014669,29.2165878731,29.2184900464,29.0265286273,27.0420964885
 11/06  01:00:00,10.8916666667,0.625,70.8333333333,25.8611233353,28.2633686657,28.7698064019,28.9130099681,28.9462738489,28.945528176,28.7589865093,26.4808948684
 11/06  02:00:00,10.1083333333,0,0,25.5885120066,27.9962489357,28.5009615777,28.6469625016,28.6780245769,28.6798857279,28.4926322182,25.96501656
 11/06  03:00:00,8.7583333333,0.875,140,25.2404897573,27.6433408256,28.1460417629,28.2909427445,28.3210510561,28.3223827181,28.1354099489,25.3437805273
 11/06  04:00:00,8.9416666667,1.5,269.1666666667,25.0179524772,27.4091651591,27.9129058315,28.0529125044,28.0856337329,28.0827243146,27.8988819359,24.8885721524
 11/06  05:00:00,8.4666666667,1.5,266.6666666667,24.8022959856,27.1899283778,27.6895641441,27.8317569202,27.8612083696,27.8608364211,27.6729858524,24.4887482599
 11/06  06:00:00,8.4416666667,0.625,104.1666666667,24.6028759352,26.9821521832,27.4856196525,27.6238202328,27.6572339327,27.6528675142,27.467091371,24.1019213593
 11/06  07:00:00,8.9,0,0,24.5753682598,26.9456289776,27.4544966216,27.5887146938,27.6272666944,27.618775096,27.4353276885,23.9847374576
 11/06  08:00:00,9.8916666667,0,0,25.1847370998,27.540061976,28.0620433479,28.187950551,28.2389652647,28.2211287162,28.0463192039,24.9386077123
 11/06  09:00:00,12.175,1.225,180.8333333333,25.8285669537,28.1784399137,28.7042156577,28.8321771972,28.88595417,28.8688429189,28.6921205634,26.1545720092
 11/06  10:00:00,13.3,2.1,181.6666666667,26.7558299989,29.0947761374,29.6369128921,29.7579674889,29.8259615241,29.7995561218,29.6313905333,27.8444071184
 11/06  11:00:00,13.65,2.1,84.1666666667,28.0772968885,30.4526861012,31.0003511343,31.1382570967,31.2030563839,31.1893407711,31.0110415386,30.355698934
 11/06  12:00:00,13.9,2.1,74.1666666667,28.194524336,30.5814727106,31.1208624378,31.2702167901,31.3249882832,31.3224044092,31.1300693809,31.0022111475
 11/06  13:00:00,14.1916666667,0.875,29.1666666667,28.480866193,30.8576939402,31.4092862567,31.5558767241,31.6217429685,31.6136690984,31.4274986079,31.6581508302
 11/06  14:00:00,15.3916666667,3.9083333333,169.1666666667,29.1889882648,31.5515566375,32.0988075359,32.2473047968,32.3114663542,32.3046156555,32.1014784669,32.8825097345
 11/06  15:00:00,15.4583333333,7.2833333333,295.8333333333,28.3149635333,30.6747084623,31.1823983097,31.352264834,31.3833419882,31.4031041923,31.1828893384,31.6066621812
 11/06  16:00:00,14.0083333333,7.7,294.1666666667,27.5051127694,29.8470487742,30.3530765953,30.513942203,30.5472286962,30.5600124608,30.3435661177,30.1974109905
 11/06  17:00:00,12.6583333333,7.7,290,26.4284446878,28.7584705197,29.2557021059,29.4124095694,29.4409370201,29.4520845869,29.2347920472,28.2503972771
 11/06  18:00:00,11.9083333333,6.2416666667,295.8333333333,25.8510130705,28.1676726974,28.6675501074,28.8138623993,28.8474475358,28.8497083458,28.6409867274,27.05392152
 11/06  19:00:00,11.7,5.4916666667,294.1666666667,25.5133668295,27.8258639628,28.3253243319,28.4681506743,28.5025290948,28.5020008377,28.2970615734,26.3347157338
 11/06  20:00:00,11.35,4.1833333333,284.1666666667,25.2317464879,27.5422020375,28.0402929712,28.1817832922,28.2156620586,28.214249754,28.0112418612,25.7459220456
 11/06  21:00:00,11.1,3.1,285.8333333333,24.981955719,27.2900903437,27.7881891165,27.9280643364,27.9623346959,27.9595539938,27.7584446788,25.2282816364
 11/06  22:00:00,10.4583333333,2.5166666667,284.1666666667,24.7278303854,27.033534013,27.5294364317,27.6697470772,27.702424142,27.7003515389,27.4984520482,24.7361023194
 11/06  23:00:00,10.35,1.75,192.5,24.5094683901,26.8092749367,27.306911155,27.4445918268,27.4792826706,27.4746973734,27.2746326464,24.2994909116
 11/06  24:00:00,10.8916666667,0.625,54.1666666667,24.4079169197,26.7033162768,27.202711672,27.3390034361,27.3754273806,27.3693449029,27.1698629219,24.047285562
 11/07  01:00:00,11.45,0,0,24.3346340841,26.6249539494,27.1246760315,27.2613943045,27.2980382028,27.2922829782,27.0910877382,23.8653707604
 11/07  02:00:00,11.7,2.1,93.3333333333,24.2340642534,26.509423338,27.0037905692,27.1390476515,27.172961581,27.166971229,26.9620916201,23.656525526
 11/07  03:00:00,11.7,2.375,154.1666666667,24.116796972,26.3755191977,26.8671017834,27.0000809275,27.0336330014,27.0260650634,26.818568804,23.4317992201
 11/07  04:00:00,11.7,2.1416666667,150,23.996967353,26.2458550382,26.736107613,26.8690607467,26.9019826785,26.8947955453,26.6834167441,23.2193582207
 11/07  05:00:00,11.7,2.6,150,23.8693876306,26.1051162611,26.5931638031,26.7248945229,26.757103713,26.7492420442,26.5341738133,23.0009228899
 11/07  06:00:00,11.7,2.6,161.6666666667,23.7487365763,25.9722500099,26.458867409,26.5897782517,26.6215625658,26.6132831528,26.394104215,22.7977648675
 11/07  07:00:00,11.7,2.6,170,23.8224393802,26.0209147047,26.5176490147,26.6360196628,26.6791094876,26.6587636412,26.4469338285,22.8560483181
 11/07  08:00:00,11.9916666667,3.1833333333,158.3333333333,25.2543478074,27.428638522,27.9290798998,28.042219751,28.0911116586,28.0656890391,27.8557503825,25.1093802762
 11/07  09:00:00,12.2,3.6,144.1666666667,25.475057634,27.6407430172,28.1522580201,28.2627390853,28.3209143492,28.2905186715,28.0842026052,25.7596647043
 11/07  10:00:00,12.55,1.5,58.3333333333,28.0632485183,30.2519311975,30.7848121332,30.9087269763,30.9793519869,30.9513467505,30.723818234,30.335438851
 11/07  11:00:00,13.0916666667,1.225,40.8333333333,28.2588487989,30.5159010266,31.0301389919,31.1916230439,31.2344138447,31.2411836439,30.9709640937,31.4907730885
 11/07  12:00:00,13.65,2.3916666667,46.6666666667,27.8200954847,30.0668605072,30.5865549509,30.7343410008,30.7830350119,30.779685277,30.5249802461,30.8726269611
 11/07  13:00:00,14.5416666667,2.3083333333,222.5,28.4130224204,30.6368411557,31.1650089017,31.3094300238,31.367976261,31.3574038565,31.0913917703,32.0364398661
 11/07  14:00:00,15.6416666667,2.3916666667,325,28.3453226831,30.557468633,31.0733316927,31.2286734319,31.2763668308,31.270632713,31.0069256603,32.0101657102
 11/07  15:00:00,16.1,3.1833333333,276.6666666667,29.4263688141,31.6130591973,32.1394867411,32.2816297343,32.3425773614,32.3249316835,32.0730438361,33.9118495701
 11/07  16:00:00,15.8083333333,4.825,242.5,29.4217032477,31.6156835472,32.1107526092,32.2714267729,32.3077312951,32.3138901176,32.0382130058,34.1006978328
 11/07  17:00:00,14.9,5.0583333333,253.3333333333,27.3719707279,29.5788279381,30.0463019012,30.2201295235,30.2312746287,30.257450975,30.0006142516,30.5170508967
 11/07  18:00:00,14.1083333333,4.6,270,26.3110591736,28.4959700413,28.9800402893,29.129601116,29.1591895338,29.1630956622,28.9197745766,28.4519801957
 11/07  19:00:00,13.9,3.725,264.1666666667,25.8587714521,28.0413423039,28.5268859664,28.6706508599,28.7029814581,28.7019420777,28.466815639,27.50130685
 11/07  20:00:00,13.55,3.1,230.8333333333,25.5092921492,27.6945468821,28.1789715753,28.3213092219,28.3532573177,28.351259865,28.1209763963,26.7739389669
 11/07  21:00:00,13.0083333333,1.2916666667,87.5,25.1900620963,27.3795166659,27.8647739181,28.0058509896,28.0385981253,28.0353199528,27.8099924069,26.1272863813
 11/07  22:00:00,12.45,1.8083333333,163.3333333333,24.9030773389,27.0926555885,27.5765404364,27.7167213603,27.748467492,27.7451569375,27.5226618699,25.5497716521
 11/07  23:00:00,11.5583333333,2.8083333333,250.8333333333,24.6046572827,26.7885794769,27.2691662193,27.4084494578,27.4389321305,27.4350145885,27.2146957563,24.9759508772
 11/07  24:00:00,12.0916666667,2.3083333333,235.8333333333,24.436817552,26.6128791594,27.0967977881,27.2308987457,27.2655372156,27.2567276845,27.0424128946,24.5866758691
 11/08  01:00:00,12.1583333333,2.1,199.1666666667,24.3114450566,26.4851256479,26.9649918658,27.1012921987,27.1327636319,27.1264474744,26.910023645,24.3087578537
 11/08  02:00:00,11.7,0.875,70.8333333333,24.1051988248,26.2749843911,26.7555231161,26.8907733908,26.9231711469,26.9157633522,26.7001257046,23.9285080723
 11/08  03:00:00,11.7,0.875,163.3333333333,23.9478298825,26.1123884126,26.5925619994,26.7275038403,26.7599862149,26.7524080924,26.5360155055,23.6250231039
 11/08  04:00:00,12.3416666667,1.5,280,23.8701656554,26.0207881655,26.5010383007,26.6323125671,26.6665346257,26.6559018441,26.4405112496,23.4337334987
 11/08  05:00:00,12.45,1.85,210,23.8063261052,25.9469835294,26.4233208205,26.5551492695,26.586913522,26.5774204389,26.3582560335,23.2916768671
 11/08  06:00:00,12.55,2.1,200.8333333333,23.705785517,25.8334294963,26.3083858391,26.438063798,26.4700222839,26.4589575834,26.2381250346,23.1014444739
 11/08  07:00:00,12.8,1.75,171.6666666667,23.6458925359,25.763137892,26.2386740485,26.3666967098,26.4001780122,26.3875909281,26.165431714,22.9880919823
 11/08  08:00:00,13.0916666667,2.1416666667,170.8333333333,23.7967579058,25.9028969037,26.383254395,26.5081632835,26.5463529394,26.5302118024,26.3093626944,23.2654965891
 11/08  09:00:00,14.2916666667,2.6,217.5,24.0978946788,26.1936492815,26.677276282,26.8008817999,26.8424548146,26.8245067372,26.6033117171,23.8233087355
 11/08  10:00:00,14.65,2.3083333333,218.3333333333,24.2188091773,26.3113082751,26.7910230442,26.9199420021,26.9577184704,26.9447599041,26.7158599553,24.1223850013
 11/08  11:00:00,14.4,3.5583333333,198.3333333333,24.3063491568,26.386256139,26.866981947,26.994184632,27.0337038724,27.0190878102,26.7883392152,24.3538848256
 11/08  12:00:00,14.4,4.3083333333,207.5,24.4207078376,26.4887388884,26.9673932076,27.0948231394,27.1336522759,27.1194230162,26.8847469571,24.6277393456
 11/08  13:00:00,14.4,4.3916666667,202.5,24.4284760306,26.4882983643,26.9643133444,27.0933037494,27.1304048898,27.1178695416,26.8781772912,24.7194730328
 11/08  14:00:00,13.7583333333,3.4333333333,219.1666666667,24.3261800099,26.3802977156,26.8529306638,26.9842599533,27.0186450076,27.0085241524,26.7630080303,24.622504544
 11/08  15:00:00,13.3,2.6,234.1666666667,24.1443713887,26.1905003571,26.662928586,26.793276749,26.8279787242,26.8170085937,26.5689909129,24.3547896603
 11/08  16:00:00,13.3,2.3083333333,218.3333333333,24.08435562,26.1236794275,26.5943388501,26.7254754711,26.7590285193,26.7489451039,26.4973796288,24.2751259879
 11/08  17:00:00,13.3,2.3916666667,198.3333333333,23.638702309,25.6686061391,26.1293826977,26.2632542119,26.2895113612,26.2835766773,26.0236779751,23.5098178493
 11/08  18:00:00,13.3,2.6,207.5,23.377882619,25.3911089814,25.8526980695,25.9805753179,26.0097623666,25.998707911,25.7406472868,22.9818225765
 11/08  19:00:00,13.3,2.3083333333,208.3333333333,23.2230194539,25.2261462312,25.6867929679,25.8129456233,25.8424298922,25.8300376372,25.5707137048,22.6798547419
 11/08  20:00:00,13.3,4.4916666667,229.1666666667,23.0808357559,25.0708476695,25.5283634285,25.6534143521,25.6818136446,25.6690683767,25.407552456,22.4157929757
 11/08  21:00:00,13.3,6.2,238.3333333333,22.9479685727,24.9229374223,25.3778148955,25.5010100294,25.5291260533,25.5152828502,25.2523639244,22.1746557779
 11/08  22:00:00,13.3,4.975,212.5,22.8354963886,24.7999166617,25.2536205387,25.3757057059,25.4038160126,25.3891478151,25.1240953247,21.9710149784
 11/08  23:00:00,13.3,5.0333333333,217.5,22.7301978383,24.6844371137,25.1366184651,25.2582233706,25.2858606799,25.270953131,25.0029863001,21.7869250793
 11/08  24:00:00,13.0083333333,3.25,241.6666666667,22.60754342,24.5531118952,25.0043337105,25.1258539915,25.1532459077,25.1382098766,24.8669017504,21.5872405519
 11/09  01:00:00,13.0916666667,0.625,104.1666666667,22.5177819074,24.4589582299,24.9130620902,25.0341363101,25.0635117096,25.0474086091,24.7739353421,21.432807504
 11/09  02:00:00,12.6583333333,0,0,22.4029171658,24.3394894236,24.7918948689,24.9157725065,24.9433502238,24.9297429907,24.6505218135,21.2630856128
 11/09  03:00:00,12.2,0.875,46.6666666667,22.2452895981,24.1671543884,24.6178103327,24.7400415212,24.7674478812,24.7526761421,24.4702868935,21.0194356984
 11/09  04:00:00,12.2,1.85,126.6666666667,22.1326620392,24.0391132406,24.4870125505,24.6073960804,24.6342631562,24.6182877419,24.332652082,20.8382956725
 11/09  05:00:00,12.2,1.75,160,22.0309664139,23.9244424107,24.3709795177,24.4903798187,24.517094186,24.5004072474,24.2112423782,20.6788888356
 11/09  06:00:00,12.2,0.625,66.6666666667,21.9394672144,23.8236986642,24.2704364056,24.3897238497,24.4169918283,24.3999659899,24.1071357261,20.5388180436
 11/09  07:00:00,12.2,0,0,21.9762379955,23.8414245842,24.299692879,24.4087889038,24.447593032,24.4199626529,24.1341282463,20.5729564409
 11/09  08:00:00,12.55,0.875,99.1666666667,23.0321288744,24.8789641406,25.3422942252,25.4473237242,25.4922404376,25.4602161601,25.1769377323,22.266239593
 11/09  09:00:00,13.0916666667,2.1416666667,170,23.2177299632,25.0727754192,25.522930955,25.6449687937,25.6763541237,25.660111747,25.3588717939,22.9165618763
 11/09  10:00:00,13.9416666667,1.9583333333,146.6666666667,22.9922790624,24.8351261426,25.2865858852,25.4065465953,25.4399216253,25.4216019065,25.1180952311,22.6779174157
 11/09  11:00:00,14.75,2.1416666667,100.8333333333,23.3540886147,25.1881538231,25.6481138249,25.765020845,25.8059287313,25.7830847586,25.4823559509,23.3782959883
 11/09  12:00:00,15.35,2.8916666667,120.8333333333,23.5082611738,25.3284749403,25.7922061979,25.9047911752,25.950344251,25.9230112206,25.6241046084,23.7403452145
 11/09  13:00:00,15.6,3.1,173.3333333333,24.9719076181,26.7914559784,27.2834561223,27.3840175035,27.4536563051,27.4078232662,27.1103406072,26.3713160591
 11/09  14:00:00,15.8916666667,2.8083333333,160.8333333333,26.2268517439,28.0778372997,28.5552914362,28.6837162302,28.7352253656,28.7117048817,28.37030884,29.1097563435
 11/09  15:00:00,15.8083333333,3.475,110.8333333333,25.6012710447,27.4436006494,27.8973403856,28.0384027976,28.0703774303,28.0684053508,27.7154082012,28.1653538655
 11/09  16:00:00,15.6,4.1,90,25.4265411499,27.2475319922,27.6989209672,27.8317204599,27.8661366333,27.8512322254,27.5057625221,27.6619963067
 11/09  17:00:00,15.25,3.225,101.6666666667,24.1877725615,26.0017960775,26.4311512181,26.5738034011,26.5897689644,26.5913615076,26.2587451389,25.6152666838
 11/09  18:00:00,15,2.8916666667,168.3333333333,23.5442409348,25.3386391505,25.7758023713,25.9038092474,25.9298865095,25.9181017826,25.597000631,24.3391326063
 11/09  19:00:00,14.65,3.1,180.8333333333,23.2241559283,25.0124739611,25.4485094536,25.5736358327,25.6003102521,25.5862254103,25.2693332292,23.6914167508
 11/09  20:00:00,14.4,2.5166666667,148.3333333333,22.9880655509,24.7707140507,25.2063892606,25.3284891392,25.3562266653,25.3394919199,25.0270268093,23.199570749
 11/09  21:00:00,14.4,1.75,163.3333333333,22.8260892611,24.6050675791,25.0399193351,25.1606804023,25.1885925062,25.1706348267,24.861075284,22.8406603923
 11/09  22:00:00,14.4,2.4333333333,133.3333333333,22.6804612971,24.4533266713,24.8863480731,25.0060551159,25.0333115504,25.0146119402,24.7073156822,22.5286099539
